0,1,2,3,4
0.6086956521739131,0.6666666501098215,0.6666453626776709,1.0,0.007805057020860099
0.6086956521739131,0.7222222001464287,0.7222030022903355,0.9995789058129804,0.008448403980484949
0.6086956521739131,0.7777777005125007,0.7777611779786084,0.9991585140247843,0.009090677816420291
0.6086956521739131,0.8333333002196431,0.8333200369427263,0.9987388213282955,0.009731883581272876
0.6086956521739131,0.8888888999267857,0.8888794780264251,0.9983198263054476,0.010372023441561675
0.6086956521739131,0.8888888999267857,0.8888794780264251,0.9983198263054476,0.010372023441561573
0.6086956521739131,0.9444444002928575,0.9444394000776262,0.9979015275431898,0.011011099556142793
0.6086956521739131,1.0,1.0,0.9974839213951092,0.011649117496000633
0.6088147370711617,0.7098801151959055,0.7098266676484922,0.9996319629802681,0.008367343333453812
0.609335061778193,0.9688021354356553,0.9685502775367545,0.9974199449559158,0.01174686058747894
0.6094142747961957,0.7385765716005734,0.7383427815060434,0.9991970173914775,0.009031852440385915
0.6101559182871943,0.7468320132560725,0.7463619999567433,0.9988509566488422,0.009560563435414685
0.6104770826256793,0.7411804500746548,0.7406097164681072,0.9987733346819897,0.00967915414009328
0.6109574691109035,0.8288938471121055,0.8280871425072681,0.9978217271973955,0.011133018384344773
0.6112420786981997,0.8838433669470405,0.8828751950381685,0.9972092299996991,0.012068790527640162
0.6123484735903533,0.8183455638748183,0.8170138692723163,0.9972729519720788,0.01197143621011304
0.6136927065641984,0.8933900438392145,0.8913395054957565,0.9958392163880644,0.014161894918199705
0.6151637201723845,0.9921225511184314,0.9890686181062026,0.9938838290198387,0.017149332306353477
0.6152295319930366,0.8250253568082906,0.8224259121591578,0.9957026143875926,0.014370595214692177
0.6163328751273776,0.7011379519646187,0.6984512636860345,0.9965426659575412,0.013087165900980406
0.618572069251019,0.7999461074691571,0.7957403402601199,0.993968651257199,0.017019741041035156
0.6187235956606658,0.8832159287446368,0.8785035132434922,0.9927265167551145,0.018917471952537308
0.6191030087678329,0.8807948875111388,0.8758618147683299,0.9924805176854433,0.019293308899287195
0.6204254813816237,0.680475903333191,0.6759552235384997,0.9945021601230001,0.01620464713253131
0.6217265916907269,0.770449260058035,0.7645695971797003,0.9921873845597445,0.019741157174083677
0.6226899520210598,0.7998347461289267,0.7930997205181267,0.9909381697294144,0.021649705398649473
0.6233094588569973,0.833321726984909,0.8258719111763448,0.9898261589104624,0.023348633575516756
0.6233874113663384,0.8422590954200786,0.8346756286139208,0.989597832005602,0.023697471019894854
0.62572253683339,0.8109662111216303,0.8018719072852447,0.9880256863946337,0.026099392324158685
0.6267242431640625,0.9184588623659268,0.90729775586597,0.9847290043494943,0.031136057364826678
0.627073337720788,0.7064216551613149,0.6974552774256423,0.9889761352484858,0.024647298233920853
0.6282755976137906,0.84669030321875,0.8349287158793237,0.9845565437340613,0.03139954239030096
0.6303227300229279,0.9147080415603304,0.8998577755268771,0.980336124752651,0.037847491100423514
