Temperature (T),v_region_1,v_region_2,v_region_3,v_region_4,v_region_5,v_region_6,v_region_7
374.7368421052631,,,,9.068668873624119e-07,,,
375.187969924812,,,,9.079297171865619e-07,,,
375.6390977443609,,,,9.089925470107119e-07,,,
376.09022556390977,,,,9.100553768348618e-07,,,
376.5413533834586,,,,9.111181924481571e-07,,,
376.9924812030075,,,,9.121810364831617e-07,,,
377.4436090225564,,,,9.13243852096457e-07,,,
377.89473684210526,,,,9.143066819206069e-07,,,
378.3458646616541,,,,9.153694975339022e-07,,,
378.796992481203,,,,9.164323273580521e-07,,,
379.2481203007519,,,,9.174951571822019e-07,,,
379.69924812030075,,,,9.185579870063343e-07,,,
380.1503759398496,,,,9.196208736723055e-07,,,
380.6015037593985,,,,9.206925425024729e-07,,,
381.0526315789474,,,,9.228328260435935e-07,,,
381.50375939849624,,,,1.0468637351292112e-06,,,
381.9548872180451,,,,1.4504345952953598e-05,,,
382.406015037594,,,,0.001414812806259012,0.007701477241353828,,
382.85714285714283,,,,0.03763587231944979,0.20620958446114596,,
383.30827067669173,,,,0.0018218586226459667,0.010012471908475573,,
383.7593984962406,,,,,0.00010979395242249505,,
384.2105263157895,,,,,1.4292301828146286e-05,,
384.6616541353383,,,,,1.5789779806486654e-05,,
385.1127819548872,,,,,1.580004373838341e-05,,
385.56390977443607,,,,,1.57924301902035e-05,,
386.01503759398497,,,,,1.5784603249357737e-05,,
386.4661654135338,,,,,1.5776773807374408e-05,,
386.9172932330827,,,,,1.5768970001772686e-05,,
387.36842105263156,,,,,1.576222967969443e-05,,
387.81954887218046,,,,,1.575548941445959e-05,,
388.2706766917293,,,,,1.574874909238133e-05,,
388.7218045112782,,,,,1.574200888398991e-05,,
389.17293233082705,,,,,1.5735268561911653e-05,,
389.62406015037595,,,,,1.5728528239833395e-05,,
390.0751879699248,,,,,1.5721787974598556e-05,,
390.5263157894737,,,,,1.5715047709363716e-05,,
390.97744360902254,,,,,1.570830738728546e-05,,
391.42857142857144,,,,,1.570156712205062e-05,,
391.8796992481203,,,,,1.569482685681578e-05,,
392.33082706766913,,,,,1.568808659158094e-05,,
392.78195488721803,,,,,1.5681346269502683e-05,,
393.23308270676694,,,,,1.5674605947424425e-05,,
393.6842105263158,,,,,1.5667865682189586e-05,,
394.1353383458646,,,,,1.5661125416954746e-05,,
394.5864661654135,,,,,1.5654385151719907e-05,,
395.0375939849624,,,,,1.564764482964165e-05,,
395.4887218045113,,,,,1.564090456440681e-05,,
395.9398496240601,,,,,1.563416429917197e-05,,
396.390977443609,,,,,1.5627423977093713e-05,,
396.8421052631579,,,,,1.5620683711858874e-05,,
397.29323308270676,,,,,1.5613943446624035e-05,,
397.7443609022556,,,,,1.5607203181389195e-05,,
398.1954887218045,,,,,1.560046280246752e-05,,
398.6466165413534,,,,,1.5593722594076098e-05,,
399.09774436090225,,,,,1.558698227199784e-05,,
399.5488721804511,,,,,1.5580242006763e-05,,
400.0,,,,,1.5573501741528162e-05,,
400.45112781954884,,,,,1.5566761419449904e-05,,
400.90225563909775,,,,,1.5560021097371646e-05,,
401.3533834586466,,,,,1.5553280832136807e-05,,
401.8045112781955,,,,,1.5546540566901967e-05,,
402.25563909774434,,,,,1.553980024482371e-05,,
402.70676691729324,,,,,1.553306003643229e-05,,
403.1578947368421,,,,,1.5526319657510612e-05,,
403.609022556391,,,,,1.5519579392275773e-05,,
404.0601503759398,,,,,1.5512839127040934e-05,,
404.5112781954887,,,,,1.5506098861806095e-05,,
404.9624060150376,,,,,1.5499358596571252e-05,,
405.4135338345865,,,,,1.549261821764928e-05,,
405.8646616541353,,,,,1.54858778387007e-05,,
406.3157894736842,,,,,1.5479130863494322e-05,,
406.76691729323306,,,,,1.5472295958567597e-05,,
407.21804511278197,,,,,1.5503864376294066e-05,,
407.6691729323308,,,,,2.3254358308605162e-05,,
408.12030075187965,,,,,0.0010946583741499938,0.005024508591315144,
408.57142857142856,,,,,0.03406531718445649,0.158957587012992,
409.02255639097746,,,,,0.0018489334872881214,0.008645296259113592,
409.4736842105263,,,,,,0.00012070501523278814,
409.92481203007515,,,,,,4.9248906846221725e-06,
410.37593984962405,,,,,,3.44204199327907e-06,
410.82706766917295,,,,,,3.4338888775857708e-06,
411.2781954887218,,,,,,3.444325329831688e-06,
411.72932330827064,,,,,,3.4549918837000645e-06,
412.18045112781954,,,,,,3.4656616207939797e-06,
412.63157894736844,,,,,,3.4763313578878297e-06,
413.0827067669173,,,,,,3.4870008676080033e-06,
413.5338345864661,,,,,,3.497670377328177e-06,
413.98496240601503,,,,,,3.508340114422026e-06,
414.43609022556393,,,,,,3.519009851515875e-06,
414.8872180451128,,,,,,3.529679361236049e-06,
415.3383458646616,,,,,,3.5403488709562225e-06,
415.7894736842105,,,,,,3.5510186080500716e-06,
416.2406015037594,,,,,,3.5616883451439207e-06,
416.69172932330827,,,,,,3.572357627490419e-06,
417.1428571428571,,,,,,3.583027364584268e-06,
417.593984962406,,,,,,3.593697101678117e-06,
418.0451127819549,,,,,,3.6043668387719663e-06,
418.49624060150376,,,,,,3.6150361211184645e-06,
418.9473684210526,,,,,,3.6257058582123136e-06,
419.3984962406015,,,,,,3.6363755953061627e-06,
419.8496240601504,,,,,,3.647045332400012e-06,
420.30075187969925,,,,,,3.6577148421201855e-06,
420.7518796992481,,,,,,3.6683845792140346e-06,
421.203007518797,,,,,,3.6790543163078837e-06,
421.6541353383459,,,,,,3.689723598654382e-06,
422.10526315789474,,,,,,3.7003931083745556e-06,
422.5563909774436,,,,,,3.7110628454684047e-06,
423.0075187969925,,,,,,3.721732582562254e-06,
423.4586466165414,,,,,,3.7324020922824275e-06,
423.90977443609023,,,,,,3.7430718293762766e-06,
424.3609022556391,,,,,,3.7537415664701257e-06,
424.812030075188,,,,,,3.7644110761902994e-06,
425.2631578947368,,,,,,3.7750808132841485e-06,
425.71428571428567,,,,,,3.7857505503779976e-06,
426.16541353383457,,,,,,3.7964200600981712e-06,
426.61654135338347,,,,,,3.807089569818345e-06,
427.0676691729323,,,,,,3.817759306912194e-06,
427.51879699248116,,,,,,3.828429044006043e-06,
427.96992481203006,,,,,,3.839098326352541e-06,
428.42105263157896,,,,,,3.8497680634463904e-06,
428.8721804511278,,,,,,3.8604378005402396e-06,
429.32330827067665,,,,,,3.871107310260413e-06,
429.77443609022555,,,,,,3.881777047354262e-06,
430.22556390977445,,,,,,3.892446557074436e-06,
430.6766917293233,,,,,,3.903116294168284e-06,
431.12781954887214,,,,,,3.913786031262059e-06,
431.57894736842104,,,,,,3.92445622309644e-06,
432.03007518796994,,,,,,3.935177800765898e-06,
432.4812030075188,,,,,,3.949118023944636e-06,
432.93233082706763,,,,,,4.126848340278685e-06,
433.38345864661653,,,,,,7.447776122334125e-06,
433.83458646616543,,,,,,0.0007574431758198132,0.0029999235431701437
434.2857142857143,,,,,,0.042635328943902095,0.16824691774991152
434.7368421052631,,,,,,0.002904370406420752,0.011711086174775164
435.187969924812,,,,,,,0.00043296778651329186
435.6390977443609,,,,,,,0.0002594696515109362
436.09022556390977,,,,,,,0.00025713776529666984
436.5413533834586,,,,,,,0.0002571967497304086
436.9924812030075,,,,,,,0.0002572876010158353
437.4436090225564,,,,,,,0.00025737886517162635
437.89473684210526,,,,,,,0.0002574701347839436
438.3458646616541,,,,,,,0.00025756140257726656
438.796992481203,,,,,,,0.0002576526721895789
439.2481203007519,,,,,,,0.0002577439418018912
439.69924812030075,,,,,,,0.0002578352095952141
440.1503759398496,,,,,,,0.0002579264792075264
440.6015037593985,,,,,,,0.00025801774791034404
441.0526315789474,,,,,,,0.00025810901661316166
441.50375939849624,,,,,,,0.000258200286225474
441.9548872180451,,,,,,,0.0002582915549282916
442.406015037594,,,,,,,0.0002583828236311092
442.8571428571429,,,,,,,0.0002584740932434215
443.30827067669173,,,,,,,0.00025856536194623914
443.7593984962406,,,,,,,0.00025865663064905675
444.2105263157895,,,,,,,0.00025874790026136907
444.6616541353383,,,,,,,0.0002588391689641867
445.11278195488717,,,,,,,0.0002589304376670043
445.56390977443607,,,,,,,0.0002590217063698219
446.01503759398497,,,,,,,0.00025911297507263953
446.4661654135338,,,,,,,0.00025920424468495185
446.91729323308266,,,,,,,0.00025929551338776946
447.36842105263156,,,,,,,0.0002593867820905871
447.81954887218046,,,,,,,0.0002594780517028994
448.2706766917293,,,,,,,0.000259569320405717
448.72180451127815,,,,,,,0.0002596605891085346
449.17293233082705,,,,,,,0.00025975185781135224
449.62406015037595,,,,,,,0.00025984312651416985
450.0751879699248,,,,,,,0.00025993439612648217
450.52631578947364,,,,,,,0.0002600256657387945
450.97744360902254,,,,,,,0.0002601169344416121
451.42857142857144,,,,,,,0.0002602082031444297
451.8796992481203,,,,,,,0.00026029947275674203
452.33082706766913,,,,,,,0.00026039074145955965
452.78195488721803,,,,,,,0.00026048201016237726
453.23308270676694,,,,,,,0.0002605732788651949
453.6842105263158,,,,,,,0.0002606645475680125
454.1353383458646,,,,,,,0.0002607558171803248
454.5864661654135,,,,,,,0.0002608470858831424
455.0375939849624,,,,,,,0.00026093835458596004
455.4887218045113,,,,,,,0.00026102962419827236
455.9398496240601,,,,,,,0.00026112089290109
456.390977443609,,,,,,,0.0002612121616039076
456.8421052631579,,,,,,,0.0002613034303067252
457.29323308270676,,,,,,,0.0002613946990095428
457.7443609022556,,,,,,,0.00026148596862185514
458.1954887218045,,,,,,,0.00026157723823416745
458.6466165413534,,,,,,,0.00026166850602749037
459.09774436090225,,,,,,,0.0002617597756398027
459.5488721804511,,,,,,,0.0002618510443426203
460.0,,,,,,,0.0002619423130454379
