Temperature (T),v_region_1,v_region_2,v_region_3
280.0,2.5809330761461524e-07,,
280.45112781954884,2.5838544104317407e-07,,
280.90225563909775,2.5867757269537606e-07,,
281.3533834586466,2.5896970523575646e-07,,
281.8045112781955,2.5926183777613687e-07,,
282.25563909774434,2.595539703165173e-07,,
282.70676691729324,2.5984610108054085e-07,,
283.1578947368421,2.601382345090997e-07,,
283.609022556391,2.6043036616130166e-07,,
284.0601503759398,2.6072249870168207e-07,,
284.5112781954887,2.6101463035388406e-07,,
284.9624060150376,2.613067637824429e-07,,
285.4135338345865,2.615988963228233e-07,,
285.8646616541353,2.6189102708684686e-07,,
286.3157894736842,2.621831605154057e-07,,
286.76691729323306,2.624752921676077e-07,,
287.21804511278197,2.627674247079881e-07,,
287.6691729323308,2.630595572483685e-07,,
288.1203007518797,2.633516897887489e-07,,
288.57142857142856,2.6364382055277247e-07,,
289.02255639097746,2.639359539813313e-07,,
289.4736842105263,2.642280856335333e-07,,
289.9248120300752,2.645202181739137e-07,,
290.37593984962405,2.648123507142941e-07,,
290.82706766917295,2.651044832546745e-07,,
291.2781954887218,2.653966157950549e-07,,
291.7293233082707,2.656887465590785e-07,,
292.18045112781954,2.659808790994589e-07,,
292.63157894736844,2.662730116398393e-07,,
293.0827067669173,2.665651441802197e-07,,
293.5338345864662,2.668572758324217e-07,,
293.98496240601503,2.671494083728021e-07,,
294.43609022556393,2.674415400250041e-07,,
294.8872180451128,2.677336725653845e-07,,
295.3383458646617,2.680258051057649e-07,,
295.7894736842105,2.683179376461453e-07,,
296.2406015037594,2.686100692983473e-07,,
296.69172932330827,2.689022018387277e-07,,
297.14285714285717,2.691943334909297e-07,,
297.593984962406,2.694864660313101e-07,,
298.0451127819549,2.697785985716905e-07,,
298.49624060150376,2.700707311120709e-07,,
298.9473684210526,2.703628636524513e-07,,
299.3984962406015,2.706549953046533e-07,,
299.8496240601504,2.709471278450337e-07,,
300.30075187969925,2.712392594972357e-07,,
300.7518796992481,2.715313920376161e-07,,
301.203007518797,2.718235245779965e-07,,
301.65413533834584,2.7211565711837693e-07,,
302.10526315789474,2.724077887705789e-07,,
302.5563909774436,2.726999213109593e-07,,
303.0075187969925,2.729920529631613e-07,,
