Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.005006,0.0870539280583038,8.9165327781206,87.4583600139618,89.63082793951034
KKThPINN,0.008012,0.0713606512581256,14.66023614908103,0.0018686029547825456,0.5947845720499754
