n_segments,NN_RMSE_mean,KKThPINN_RMSE_mean,NN_VIOL_NL_mean,KKThPINN_VIOL_NL_mean,NN_TIME_mean_sec,KKThPINN_TIME_mean_sec
1,0.08863300164440903,0.12238828662714817,88.75796080589295,103.18146863937378,0.004050000000000001,0.004572
2,0.08724278925989833,0.07036492081206369,92.31728141546249,7.263343238830567,0.004105999999999999,0.005432000000000001
3,0.08283827396766014,0.07399279950088877,90.96861156702042,3.0587510776519777,0.0041459999999999995,0.005898
5,0.08265545635513032,0.0687485494403638,86.3705255460739,0.8781092809140683,0.004287999999999999,0.006836
7,0.07721602686315875,0.06956895594086816,82.18172685146332,0.71111915320158,0.0044,0.007622
9,0.0870539280583038,0.07136065125812556,89.63082793951034,0.5947845720499754,0.005006,0.008012
