region_id,T_low,T_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual,mean_abs_y_PL_error_scaled,rmse_y_PL_error_scaled,max_abs_y_PL_error_scaled,mean_abs_y_PL_error_original,rmse_y_PL_error_original,max_abs_y_PL_error_original,mean_abs_f_PL,max_abs_f_PL,mean_abs_dCa,mean_abs_dCb,max_abs_dCa,max_abs_dCb,mean_abs_df_dCa,mean_abs_df_dCb,max_abs_df_dCa,max_abs_df_dCb,mean_amplification,max_amplification
0,280.0,325.0,38,0.04368291200666608,0.05617351499621237,0.12154559530672,7.28220081549754e-17,0.043682912006666054,0.015215833034890939,0.028783192892800014,0.10575682776377082,0.01764959716465467,0.030220557293170306,0.10508659402904352,0.0459344131363799,0.12330498396786581,0.037767624803408624,0.015181166690555381,0.10508659402904352,0.04224086394635185,1.1622306409241836,0.16223064092418338,1.6726946475674587,0.6726946475674587,1.1414829767215082,1.8233524888233146
1,325.0,347.5,18,0.03899841704059608,0.05319650155888195,0.12306125792168832,2.3592239273284576e-16,0.03899841704059611,0.003956756400546318,0.006664546755977856,0.02113291180068788,0.006149890243029016,0.011236263178090344,0.04199796400873601,0.042757490073260115,0.20586478730078217,0.005140412048252403,0.013309258680834645,0.016220801275991015,0.04199796400873601,2.961414940310056,1.961414940310056,5.140694791442289,4.140694791442289,2.874103797032668,5.59264628891607
2,347.5,370.0,15,0.06972608626689798,0.0925104008816516,0.17925304776621598,1.5691152081368879e-15,0.06972608626689683,0.0013856322949814882,0.0023446743908234107,0.0068955823105978364,0.0022652688203374555,0.004234687491396496,0.0137037631364334,0.06385501605832081,0.2685574026243591,0.001465298653534197,0.0053305078074781685,0.0037670155259874605,0.0137037631364334,11.004271823169871,10.004271823169871,22.331844653872817,21.331844653872817,12.524297199656022,26.3155471393137
3,370.0,392.5,18,0.08587049296953303,0.11561444630745733,0.28502129847615,1.0954200509634878e-14,0.0858704929695359,0.00034161303089950095,0.0005922435831281708,0.0022529000555736034,0.0005642635397883447,0.001082080307409123,0.0044772446098118035,0.09379925155097668,0.2742797586213115,0.00034389773365673456,0.0013488928857082996,0.0011414651901975326,0.0044772446098118035,58.8461238708093,57.84612387080928,98.09586817833743,97.09586817833718,70.52803055902481,118.13308841969393
4,392.5,415.0,21,0.1135283072572539,0.1523353814254345,0.3724165678723974,5.549000412602687e-14,0.1135283072572918,0.0001046667381422697,0.00018120301436059722,0.0006856472230907795,0.00017323328612190057,0.00033178942554463824,0.0013626038697194254,0.10822446436812783,0.38626724421104086,0.0001043206187274466,0.0004153792396382551,0.0003422118035878441,0.0013626038697194254,225.20482534303167,224.20482534303093,382.1008375864865,381.10083758647755,272.23085131427837,462.41513528429664
5,415.0,426.25,8,0.048130183856488415,0.07248318779451346,0.16572305914813068,3.4994229736184934e-12,0.048130183853187944,1.634596953827468e-05,3.1772928802605905e-05,0.00011250242289451151,2.706454073173742e-05,5.820122168587136e-05,0.00022357887792179287,0.0443300906427595,0.12022587113159489,1.6260639692226853e-05,6.49329825029854e-05,5.598904341896915e-05,0.00022357887792179287,582.7813693212204,581.7813693212212,759.0179737956867,758.0179737956886,705.8918474259245,919.6040115366085
6,426.25,437.5,12,0.10488745164993629,0.13146963114594923,0.24181418553883027,3.079018521627101e-13,0.10488745165017788,1.9103546880129398e-05,3.090921196741123e-05,8.805849506482444e-05,3.163364740033555e-05,5.662533646173992e-05,0.0001750008489732613,0.10122766991338968,0.2636706744263506,1.8993926884411372e-05,7.590701531659527e-05,4.378980409447397e-05,0.0001750008489732613,1114.977265868007,1113.9772658679976,1453.3511077156259,1452.3511077156145,1351.2344786008482,1761.4999909878336
7,437.5,443.125,4,0.03335862981693971,0.04324012457667391,0.07830489043353595,7.648282007721718e-11,0.033358629893138314,3.887365062636243e-06,6.504664837062604e-06,1.824661020249918e-05,6.437384585486483e-06,1.1917023038797395e-05,3.626194467631905e-05,0.03670993232861974,0.08995021401619852,3.8642195984012195e-06,1.544793415805823e-05,9.070735016103448e-06,3.626194467631905e-05,1818.8951412940569,1817.8951412939143,1985.0820306811233,1984.0820306809374,2204.9160430664624,2406.4223112310506
8,443.125,448.75,5,0.03225567187628116,0.04012319693338296,0.07674282650837583,9.094947017729283e-14,0.03225567187632663,2.8171988283864913e-06,4.523829125359081e-06,1.3403443181458918e-05,4.6653048182891215e-06,8.288156499511732e-06,2.663699776139783e-05,0.033917036775278575,0.08649157350441783,2.8001545557487796e-06,1.1195759899118585e-05,6.662139176438764e-06,2.663699776139783e-05,2360.0508865365155,2359.0508865364945,2598.267840928267,2597.2678409285404,2861.160702874105,3150.017500433787
9,448.75,454.375,5,0.03947040641211563,0.05643406769531126,0.11350074593874027,1.0500116331968457e-10,0.03947040651325144,2.602307862102175e-06,4.803235073160392e-06,1.4964712159892812e-05,4.309504689803401e-06,8.800191350636303e-06,2.973974663877943e-05,0.036621143378988565,0.09993899832727493,2.586380370528385e-06,1.0342133698881817e-05,7.437372129492914e-06,2.973974663877943e-05,2971.1161935687805,2970.1161935686046,3277.567829913372,3276.5678299128676,3602.1752137886483,3973.8184619974154
10,454.375,460.0,6,0.07710248530942458,0.09691380132303716,0.16742052977584265,3.486396356796225e-12,0.07710248530593818,3.863942105599334e-06,6.269859688872328e-06,1.6778954552820746e-05,6.398878208740349e-06,1.1487378064618725e-05,3.3345235907811244e-05,0.08261854587586488,0.19154295887256012,3.840091644132422e-06,1.5356542982088623e-05,8.338384617556649e-06,3.3345235907811244e-05,4159.389951203672,4158.389951203653,4596.088395495981,4595.088395496103,5043.1420292133935,5572.647426984328
