region_id,A_T,B_Ca,B_Cb,B_Cc,b
0,-0.010033072398806008,-1.1117171334105793,-0.11171713341057928,0.0,-4.257495747240602
1,-0.05505561672303558,-5.300758740977564,-4.300758740977565,0.0,-26.53723812450743
2,-0.18660710619476872,-51.5240248011212,-50.524024801121236,0.0,-141.42611026483814
3,-0.5933840439070881,-219.24902357163182,-218.2490235716341,0.0,-526.3395446155857
4,-1.8477584207502158,-813.5159142452553,-812.5159142452346,0.0,-1808.7304680881698
5,-4.078587366420464,-1997.840644855447,-1996.8406448552603,0.0,-4243.656668547638
6,-6.7014083794108,-3505.50187514521,-3504.5018751443345,0.0,-7242.559684737659
