model,model_id,run,mu,n_points,final_train_loss,final_val_loss,final_train_violation,final_val_violation,inference_rmse,inference_violation
NN,NN_n150,49,0.0,150,0.00023226378234502486,0.00031011360362449494,0.16534186300351325,0.19500158947179236,0.014963083345491788,0.16446292274093438
PINN,PINN_mu0p1_n150,0,0.1,150,0.00019915143207482983,0.0002800998826042664,0.010886943557286222,0.012973300776333848,0.013426195189739067,0.014131998565601702
PINN,PINN_mu0p1_n150,1,0.1,150,0.0003180366645829312,0.00043860116443443335,0.017030272487370202,0.01653079726073839,0.01555932814129944,0.0155350148937497
PINN,PINN_mu0p1_n150,2,0.1,150,0.00047894478716620686,0.0006438648757259785,0.028476976074414215,0.03341700473005378,0.01776555997494432,0.024484634428745683
PINN,PINN_mu0p1_n150,3,0.1,150,0.0003669436861328288,0.0005137416625612715,0.024251948084134094,0.030728149669737734,0.016949354914758144,0.027177468307019264
PINN,PINN_mu0p1_n150,4,0.1,150,0.0005977211545618094,0.000801300018938336,0.040264977619212,0.04716920306894076,0.018590955312470906,0.0391948824037419
PINN,PINN_mu0p1_n150,5,0.1,150,7.260318275937847e-05,9.548146840146475e-05,0.010296481742731142,0.0098643148100896,0.00792347469667423,0.00880029151080268
PINN,PINN_mu0p1_n150,6,0.1,150,0.0001751528634813404,0.00024386218504950032,0.012041251748079402,0.012209135332880025,0.012465551107332263,0.012013845095429368
PINN,PINN_mu0p1_n150,7,0.1,150,0.00042212429460132306,0.0005632215346912295,0.020889284518955345,0.020073259049101504,0.01863021609444869,0.02010255211425597
PINN,PINN_mu0p1_n150,8,0.1,150,0.0007472789459469129,0.0009914920296186665,0.04428083860485979,0.0517181098958094,0.021455654781779143,0.035308244145489116
PINN,PINN_mu0p1_n150,9,0.1,150,0.0013276463019467578,0.0016410270335733442,0.06088632816037027,0.06515735335635961,0.026081333758097645,0.0638190623243565
PINN,PINN_mu0p1_n150,10,0.1,150,0.00026300451232325826,0.00035916183019619926,0.011460266918234492,0.011015967004397546,0.015208795103441152,0.00875742666607121
PINN,PINN_mu0p1_n150,11,0.1,150,0.001405444936688543,0.0016539579631524247,0.06405953124814368,0.05951492026871569,0.026025246407747043,0.07061468282614755
PINN,PINN_mu0p1_n150,12,0.1,150,0.0008783044026329186,0.0011886400715872317,0.0510434419037861,0.06280886562327367,0.021613875091746483,0.05406395722525714
PINN,PINN_mu0p1_n150,13,0.1,150,0.0009838098371123542,0.0013239556147655678,0.04981645123531835,0.06085314974881337,0.023511368183208113,0.05399275786024787
PINN,PINN_mu0p1_n150,14,0.1,150,0.0007305725697268911,0.0010146777315650272,0.037628822549157066,0.04295446736288411,0.021717105555758367,0.03475328211136371
PINN,PINN_mu0p1_n150,15,0.1,150,0.0012463010401122675,0.0016473238904133316,0.05595792368820371,0.06530555672320239,0.027234575737016386,0.04521278587610844
PINN,PINN_mu0p1_n150,16,0.1,150,0.0012229187039223377,0.0015252292649363527,0.06301750931542417,0.0706536258517366,0.02433773420320655,0.06670392609981497
PINN,PINN_mu0p1_n150,17,0.1,150,0.0012176415376409554,0.0015362631966986898,0.05841370605811133,0.061745103912966545,0.02588203648113995,0.06839538080720281
PINN,PINN_mu0p1_n150,18,0.1,150,7.255329814648288e-05,8.943249296041883e-05,0.0062486595671225114,0.006302831644784229,0.008637059140440563,0.005684550921146858
PINN,PINN_mu0p1_n150,19,0.1,150,0.0017957352447829972,0.0022604961853353793,0.07444615206044841,0.08767652824681628,0.0308263850975847,0.06996726284643526
PINN,PINN_mu0p1_n150,20,0.1,150,0.000389380936222573,0.0005134567151047281,0.026226048404559426,0.029619653883887768,0.01638263703440683,0.023326569894254107
PINN,PINN_mu0p1_n150,21,0.1,150,0.000828884325630174,0.0011437880086569662,0.05340469322377444,0.058822476027099634,0.019785551958832862,0.05464987636156292
PINN,PINN_mu0p1_n150,22,0.1,150,0.00010384530954727176,0.00015252565730551187,0.013612572425015707,0.01454936108660321,0.008774252703392129,0.01347470018268021
PINN,PINN_mu0p1_n150,23,0.1,150,0.00021985944425047095,0.00032503196310117665,0.016357612723839166,0.01840724109323875,0.013677938429916853,0.01817016025487857
PINN,PINN_mu0p1_n150,24,0.1,150,0.00018364723075358396,0.00024586422997283693,0.014767587901036952,0.015969646338296326,0.01219986443196693,0.0164390462819563
PINN,PINN_mu0p1_n150,25,0.1,150,0.00032354900409517354,0.0004727386238161183,0.02482120379245255,0.026378671103667546,0.014929427248594846,0.02602097120204045
PINN,PINN_mu0p1_n150,26,0.1,150,0.0002559938051026442,0.0004408273715009535,0.012595661960010827,0.012488410698870387,0.014923830953963648,0.014127091641051718
PINN,PINN_mu0p1_n150,27,0.1,150,0.000534342492768723,0.0007381505976182198,0.030149092534089785,0.031252367511046195,0.020361315567524005,0.029470984289140884
PINN,PINN_mu0p1_n150,28,0.1,150,0.0010419787613410506,0.0013977669534368715,0.05351496328967862,0.061531132706182726,0.02521309631427403,0.050927506164134884
PINN,PINN_mu0p1_n150,29,0.1,150,0.00048269975365844816,0.0006496178174154983,0.03066747339991911,0.035649710884983365,0.01783950923920209,0.030939751892874838
PINN,PINN_mu0p1_n150,30,0.1,150,0.00030011703917292914,0.00037959357001860215,0.014970732651043461,0.016572254441010126,0.016720709516775328,0.012569220221616372
PINN,PINN_mu0p1_n150,31,0.1,150,0.0003357120449766944,0.0004359234774474177,0.018416691416026577,0.018644855467153394,0.016813103440974322,0.015067653355294341
PINN,PINN_mu0p1_n150,32,0.1,150,0.00022412588344706432,0.00030742171515441713,0.012272102929522041,0.014843243689271196,0.01376241672676397,0.011750821046756284
PINN,PINN_mu0p1_n150,33,0.1,150,0.0004574304376779767,0.0006290867440877209,0.02606111773718063,0.030663096673008323,0.01825760139375434,0.02194927483367535
PINN,PINN_mu0p1_n150,34,0.1,150,0.0011863997541104684,0.001529680187579121,0.061390529968818296,0.07062525789945404,0.02613065926208745,0.06683401188393623
PINN,PINN_mu0p1_n150,35,0.1,150,0.0005112675741094228,0.0006476077011034591,0.025150786601697797,0.025297901679449723,0.018375057006724364,0.02215929169945295
PINN,PINN_mu0p1_n150,36,0.1,150,0.00010149956332492341,0.00013068515687281946,0.008668720199120494,0.007414439549331453,0.009447124561408074,0.006539585171289466
PINN,PINN_mu0p1_n150,37,0.1,150,7.197182318450998e-05,9.692839086777919e-05,0.010143351454830023,0.010209531291162612,0.006912777140538474,0.009757577378757477
PINN,PINN_mu0p1_n150,38,0.1,150,0.0003692425405140481,0.0005013623347977234,0.015270670863858568,0.0169367767988203,0.017407035052917543,0.010939256034225069
PINN,PINN_mu0p1_n150,39,0.1,150,0.00043134752710435875,0.0005592221734947154,0.03640905219390183,0.03782901856424847,0.01601861979086874,0.03457747696314354
PINN,PINN_mu0p1_n150,40,0.1,150,0.0005594449666407483,0.0007133916556361732,0.012949344782678764,0.011768773194498431,0.022400211318495934,0.012957310686615684
PINN,PINN_mu0p1_n150,41,0.1,150,0.0005247393016445849,0.0007547742123086654,0.03300114507832704,0.04058509653722908,0.020081128662143365,0.029868906894264392
PINN,PINN_mu0p1_n150,42,0.1,150,0.0001446539648845814,0.00019847409548700732,0.015200782431511892,0.015861911880845667,0.010465086681236238,0.01193432985278053
PINN,PINN_mu0p1_n150,43,0.1,150,0.0002146462873383803,0.0003095413274018678,0.030802359807149696,0.03406875793099285,0.008193047194799172,0.030089504358895965
PINN,PINN_mu0p1_n150,44,0.1,150,0.002011525994334486,0.0024741626451891792,0.08631348459058015,0.10022935371510351,0.029693392701043715,0.09507257994197058
PINN,PINN_mu0p1_n150,45,0.1,150,0.00012421733499883483,0.0001684990377273935,0.010493466937263713,0.011070885386541121,0.010735532927525509,0.010554746310229235
PINN,PINN_mu0p1_n150,46,0.1,150,0.00041586832260555665,0.0005848120093382072,0.020263692990640732,0.024171168592984314,0.017993808362440827,0.01954258189433286
PINN,PINN_mu0p1_n150,47,0.1,150,0.00016684388380382026,0.00022306632213312926,0.01753391757439834,0.019217670864452356,0.011655377371844773,0.01731920471947188
PINN,PINN_mu0p1_n150,48,0.1,150,0.0004310861315216321,0.0006222265069613149,0.013952390741611356,0.016051118148497554,0.019265157677875438,0.01392006046053175
PINN,PINN_mu0p1_n150,49,0.1,150,0.00024396723392221492,0.0003212311395780954,0.018594542243850702,0.01973285326375873,0.014054342444254958,0.01660540641007152
KKThPINN,KKThPINN_n150_seg30,0,0.0,150,6.851246126411905e-06,8.28727813419627e-06,0.0002501503572623418,0.0001826772776474657,0.0026288326722106116,0.00019419276153154988
KKThPINN,KKThPINN_n150_seg30,1,0.0,150,3.80263203495825e-05,4.3525202241452305e-05,7.62719074358644e-05,5.012447155773394e-05,0.006188203716125275,7.572861701877943e-05
KKThPINN,KKThPINN_n150_seg30,2,0.0,150,7.409699962920609e-05,9.653193649265133e-05,0.00024183068178638967,0.00020145936364643842,0.008733380746536993,0.00021449334359614075
KKThPINN,KKThPINN_n150_seg30,3,0.0,150,3.4260739514025876e-05,4.96429937808383e-05,0.00016586963824401503,9.907151305677582e-05,0.005259066155302391,9.944477921498036e-05
KKThPINN,KKThPINN_n150_seg30,4,0.0,150,1.9228051112913045e-05,2.8105680578572827e-05,0.0004739868165392985,0.0005641568850020509,0.004014772819525241,0.00034856633942769284
KKThPINN,KKThPINN_n150_seg30,5,0.0,150,5.081673611126413e-06,7.216705441248273e-06,0.000239412211458441,0.00023821024982602357,0.0025797657172932555,0.0002226800169753159
KKThPINN,KKThPINN_n150_seg30,6,0.0,150,8.466905528044115e-05,0.00011000663854422645,0.00041418732377926875,0.00048381443408519346,0.009370859320198347,0.00035044970480246906
KKThPINN,KKThPINN_n150_seg30,7,0.0,150,0.00011933211066826003,0.00016117053819162931,0.00018924596525004002,0.00019251389493237753,0.010912625991809042,0.00015264218218938506
KKThPINN,KKThPINN_n150_seg30,8,0.0,150,0.00010123392607152171,0.000135150183123144,0.0002303890785857271,0.00017636779273050494,0.010197857211737991,0.0002667747434213566
KKThPINN,KKThPINN_n150_seg30,9,0.0,150,1.1262598472059409e-05,1.458263095169363e-05,0.00015350215040873944,0.00011905383524876788,0.003065434398780871,0.000145727261134974
KKThPINN,KKThPINN_n150_seg30,10,0.0,150,2.2037760971419578e-05,2.912711539937005e-05,0.0004909617561294253,0.00047523893502723506,0.004729854186057894,0.00042291764700909396
KKThPINN,KKThPINN_n150_seg30,11,0.0,150,6.43783268821659e-05,8.78435218963628e-05,0.0004003086233178785,0.0004543510361575627,0.007986303353941876,0.00034141956146124114
KKThPINN,KKThPINN_n150_seg30,12,0.0,150,2.6124109983702944e-05,3.403793208016132e-05,6.69740321007283e-05,4.968680554304316e-05,0.0048031286533098865,4.688710655327852e-05
KKThPINN,KKThPINN_n150_seg30,13,0.0,150,4.47164377297816e-05,6.630710506964083e-05,0.0003329131625070286,0.0003666871601826325,0.006292003090600437,0.0002484118668779464
KKThPINN,KKThPINN_n150_seg30,14,0.0,150,2.2064792224650113e-05,2.5494393355014993e-05,0.000504411796276684,0.0005482713513482045,0.0044620332271149785,0.0003453212625290874
KKThPINN,KKThPINN_n150_seg30,15,0.0,150,1.1893415753748983e-05,1.8026263140234676e-05,0.0004603064661652977,0.00041994972055675096,0.0038027370721614717,0.00042424607066126767
KKThPINN,KKThPINN_n150_seg30,16,0.0,150,2.2975834873589484e-05,3.1295034328440424e-05,0.000362905581263163,0.0003587292292556572,0.004891146919927558,0.0002802740349382388
KKThPINN,KKThPINN_n150_seg30,17,0.0,150,9.472261889820844e-05,0.00011945336415148335,0.000572182331273483,0.0006493705099799713,0.009781098421413984,0.0004930718936203134
KKThPINN,KKThPINN_n150_seg30,18,0.0,150,2.359559527733583e-05,3.420412638513524e-05,0.00020640937720067625,0.0001942184321438891,0.004943766920028959,0.00017216705497144887
KKThPINN,KKThPINN_n150_seg30,19,0.0,150,2.351660427500767e-05,2.413786147733578e-05,0.0003403061133114273,0.0002921328702715944,0.004924040561810224,0.0002353036069451719
KKThPINN,KKThPINN_n150_seg30,20,0.0,150,1.1166318810433099e-05,1.224577327899329e-05,0.0004568310005602599,0.00039828242050352167,0.0030730641949716585,0.00036754686602256156
KKThPINN,KKThPINN_n150_seg30,21,0.0,150,6.284013548468719e-06,6.762504641691754e-06,0.0001960248206468715,0.00014417739361000895,0.002062149856059202,0.00013595098152253068
KKThPINN,KKThPINN_n150_seg30,22,0.0,150,0.00013620868778242367,0.00017434675842018402,0.00035652928575194464,0.0003765278483652268,0.011430641861615524,0.00031246251372439777
KKThPINN,KKThPINN_n150_seg30,23,0.0,150,2.0252397518770232e-05,2.2966024188687657e-05,0.00012895737553076335,0.00010649760978272534,0.004568386767877626,0.0001314962873874886
KKThPINN,KKThPINN_n150_seg30,24,0.0,150,1.547422309976136e-05,1.8204236298865803e-05,9.835716672794796e-05,7.917930225259166e-05,0.003893883331043331,0.00011062315977545593
KKThPINN,KKThPINN_n150_seg30,25,0.0,150,9.271160785932521e-06,1.2694087281348572e-05,0.00028458230140017876,0.0002693817112058354,0.003142454626145099,0.00021669404435865406
KKThPINN,KKThPINN_n150_seg30,26,0.0,150,0.00011192539942989798,0.0001322320540797482,0.0001936017645411269,0.00015881192226268562,0.010648717209134226,0.00017123777665319382
KKThPINN,KKThPINN_n150_seg30,27,0.0,150,8.416702754822173e-05,0.00011607972777349756,0.0004129914228573006,0.00047566895564538975,0.009291255110179999,0.0003944418865355427
KKThPINN,KKThPINN_n150_seg30,28,0.0,150,3.649740906197752e-05,4.642294771320662e-05,8.166860659763787e-05,7.05953581788216e-05,0.005537056932703595,6.567963084766086e-05
KKThPINN,KKThPINN_n150_seg30,29,0.0,150,2.5923022692716378e-05,2.8308227216662458e-05,0.00013967189098394172,0.00010383101725091762,0.0046555587385422245,0.0001001526101153255
KKThPINN,KKThPINN_n150_seg30,30,0.0,150,1.0081700864494437e-05,1.1840184989471776e-05,0.00030300273590241114,0.000313264854424844,0.0032516090929456147,0.00024499394138927696
KKThPINN,KKThPINN_n150_seg30,31,0.0,150,2.8541278618085438e-05,4.0044940799895695e-05,0.0002569271815968124,0.00023338020686504622,0.005000573390218862,0.00020575612878512482
KKThPINN,KKThPINN_n150_seg30,32,0.0,150,7.109129701193718e-06,7.724264798477568e-06,0.00025563991320795104,0.0002496488054780475,0.0031908548849302453,0.00020634072167076908
KKThPINN,KKThPINN_n150_seg30,33,0.0,150,1.4478600738454903e-05,1.8481311943466326e-05,0.0001670140853883284,0.00016939503613208718,0.004152098753155599,0.0001332823049166509
KKThPINN,KKThPINN_n150_seg30,34,0.0,150,6.561502352545426e-05,9.23010135790232e-05,0.00039122633866532685,0.00041698647194618466,0.008272608657088195,0.000362595561461568
KKThPINN,KKThPINN_n150_seg30,35,0.0,150,1.2712211369323165e-05,1.544167604909093e-05,8.319468788140031e-05,5.031864881131974e-05,0.003699701020817718,5.881413128630355e-05
KKThPINN,KKThPINN_n150_seg30,36,0.0,150,1.5873563712689082e-05,1.8848355500570716e-05,0.0001667085635246359,0.00015076277660391977,0.004195165365078477,0.00015430941967973767
KKThPINN,KKThPINN_n150_seg30,37,0.0,150,4.049938040491484e-05,4.997921640665204e-05,0.00020085265909339697,0.0001945968973262691,0.006458416038270592,0.00016263602889251907
KKThPINN,KKThPINN_n150_seg30,38,0.0,150,7.942818946659081e-06,1.1594954710351509e-05,0.00035706638466892157,0.00034325325335544943,0.002685521460821917,0.00028540896154034324
KKThPINN,KKThPINN_n150_seg30,39,0.0,150,8.24439936750218e-05,0.00010242743247387819,0.0006605748923547548,0.0006661971365483335,0.00836674030929157,0.000369296152512698
KKThPINN,KKThPINN_n150_seg30,40,0.0,150,1.3621312475647629e-05,1.8672937491156235e-05,0.0003394258834334418,0.0003266833613759393,0.003433145850064577,0.00026065803633956817
KKThPINN,KKThPINN_n150_seg30,41,0.0,150,2.0199671902819797e-05,2.301189294552975e-05,0.00016327668106006453,0.00013351811411116608,0.004229924783095262,0.00012485465085680262
KKThPINN,KKThPINN_n150_seg30,42,0.0,150,8.362704276010219e-06,1.0875206886619635e-05,0.00037533794270702827,0.0003401186484956851,0.0030320937958066402,0.00031944424761618954
KKThPINN,KKThPINN_n150_seg30,43,0.0,150,3.6584126805304356e-05,4.441329654447822e-05,0.0001947423862282314,0.00018416299782122804,0.006145650225995207,0.000169881882730443
KKThPINN,KKThPINN_n150_seg30,44,0.0,150,2.0225743379212123e-05,2.8739271643956238e-05,0.0002647852776415868,0.00026994504641657355,0.004424863201518743,0.000196255961195445
KKThPINN,KKThPINN_n150_seg30,45,0.0,150,4.5956130936211734e-05,5.480694391253876e-05,0.00026614783694595183,0.00024387871323843652,0.006814218051714773,0.00019680758237554385
KKThPINN,KKThPINN_n150_seg30,46,0.0,150,1.71778625676089e-05,2.257440426513508e-05,0.0002013768316684118,0.00018663803854253612,0.004293811802921872,0.00017092889002267932
KKThPINN,KKThPINN_n150_seg30,47,0.0,150,1.514278666662477e-05,1.923143300956414e-05,0.0002882329097995934,0.0003095080465134717,0.0036689668274710865,0.00026152585515715594
KKThPINN,KKThPINN_n150_seg30,48,0.0,150,0.00014135646419269262,0.0001926967694437086,0.00022536164523638641,0.0002381006422343996,0.011730197112384683,0.00019785498196091565
KKThPINN,KKThPINN_n150_seg30,49,0.0,150,3.957500128752271e-05,5.321105141186716e-05,0.00038325362156435057,0.00037430579415113213,0.0062465974674352194,0.0003403679330367631
