Ca,Cb,Cc
0.1926536083226605,1.385307216645321,0.9220391750320184
0.1956732961895481,1.3802354812670965,0.929646778099355
0.1976041842684988,1.377026550354998,0.9344601744675032
0.2017659451646647,1.3701985569953294,0.9447021645070056
0.207647324281245,1.3607491940164895,0.9588762089752652
0.207928977931707,1.360302400307414,0.9595463995388788
0.2141616033598492,1.3505454289416985,0.9741818565874524
0.2178769030987616,1.3448447152875231,0.9827329270687152
0.2204630151958704,1.3409260303917407,0.9886109544123888
0.2268323936324467,1.3314425650428934,1.0028361524356602
0.2282893725463853,1.3293060178207703,1.0060409732688445
0.2332689068355066,1.3220933692270134,1.01685994615948
0.2388810936903164,1.314125823744633,1.0288112643830505
0.2397717124272943,1.3128767581885885,1.0306848627171177
0.2463399589222531,1.3037910289565064,1.0443134565652403
0.2496483542712737,1.2992967085425475,1.0510549371861788
0.2529727871138988,1.2948344631157978,1.0577483053263033
0.2596693314070854,1.2860053294801708,1.0709920057797435
0.2605873852303223,1.2848111340966446,1.0727832988550332
0.2664287211030501,1.2773018866501,1.08404717002485
0.2716943762490681,1.2706614797701363,1.0940077803447952
0.2732500816240967,1.2687223854701934,1.09691642179471
0.2801325356860265,1.2602650713720531,1.1096023929419203
0.282965490259069,1.256840071428138,1.1147398928577932
0.2870752044142509,1.2519281866065015,1.1221077200902474
0.2905688444574135,1.247804355580827,1.1282934666287594
0.2940772084039989,1.2437099723639975,1.1344350414540032
0.2943968768950406,1.2433392083360817,1.134991187495878
0.3011376687247258,1.2356086707834515,1.1465869938248223
0.3059846848711819,1.2301511879243638,1.154773218113454
0.308255707869088,1.2276225268501757,1.158566209724736
0.3154304506477332,1.2197497901834666,1.1703753147248004
0.3177250732967066,1.2172683284114132,1.1740975073828803
0.3226610250268342,1.2119887167196683,1.1820169249204973
0.3296142219378664,1.204682989329733,1.1929755160054003
0.329946562919058,1.2043375702821162,1.1934936445768258
0.3372862009162178,1.1967946240544358,1.204808063918346
0.3416483404574779,1.192387590004956,1.2114186149925663
0.3446790809745761,1.189358161949153,1.2159627570762712
0.3521243510503559,1.182026479878712,1.2269602801819326
0.3538236766667194,1.1803746260614392,1.2294380609078417
0.3596211656876166,1.1747978869312334,1.2378031696031502
0.3661365238361775,1.1686366840363551,1.2470449739454672
0.3671686865600974,1.167670706454195,1.248493940318708
0.3747660829686838,1.1606432770493678,1.2590350844259486
0.3785832271042075,1.1571664542084148,1.264250318687378
0.3824125322969047,1.15371395348181,1.2694290697772856
0.3901072204220607,1.1468811075101213,1.279678338734818
0.3911601890478116,1.1459567417316232,1.2810648874025652
0.3978493420940848,1.1401431286321695,1.2897853070517458
0.4038638744601643,1.135000476192329,1.2974992857115073
0.4056381012701465,1.1334984247622926,1.2997523628565608
0.4134727114170807,1.1269454228341615,1.309581865748758
0.4166908143934198,1.1242907196968397,1.313563920454741
0.4213523957792862,1.120482569336572,1.3192761459951416
0.4292763876145172,1.1141083307850346,1.328837503822448
0.4296376095259533,1.1138206735979064,1.3292689896031404
0.4372439303992897,1.1078211941325795,1.3382682088011306
0.4427009328984092,1.1035836839788182,1.3446244740317723
0.4452542780055797,1.1016196671231595,1.3475704993152606
0.4533066948511898,1.09550227859038,1.3567465821144302
0.4558775320863917,1.0935732459907834,1.3596401310138249
0.4614004560210278,1.0894675787080554,1.3657986319379167
0.4691642308511815,1.083783007156363,1.3743254892654553
0.469534847371735,1.08351413918747,1.3747287912187949
0.4777091656066778,1.0776405534353557,1.3835391698469663
0.4825579303224749,1.07420676973495,1.3886898453975751
0.485922718333616,1.071845436667232,1.3922318449991522
0.4941748241021125,1.0661274259822249,1.4008088610266622
0.4960556097590065,1.064838492246013,1.4027422616309804
0.5024648124227534,1.060485180401507,1.4092722293977396
0.5096543269361569,1.0556722902363136,1.4164915646455294
0.510792023769469,1.054917380872938,1.4176239286905932
0.5191558095661931,1.0494227302443866,1.4258659046334203
0.5233512181912394,1.0467024363824786,1.4299463454262822
0.527555532159799,1.043999953207598,1.434000070188603
0.535990564775891,1.0386477962177825,1.4420283056733263
0.5371434981803045,1.0379233599966091,1.443114960005086
0.5444602914698764,1.033365027383753,1.4499524589243706
0.551028459371473,1.029329646014946,1.456005530977581
0.5529641070592036,1.028150436340407,1.4577743454893892
0.561501417049072,1.023002834098144,1.465495748852784
0.565003471311783,1.0209160335335663,1.4686259496996503
0.5700716375479876,1.017921052873975,1.4731184206890375
0.5786741951747827,1.0129039459055655,1.480644081141652
0.5790659797020078,1.0126774139500154,1.480983879074977
0.5873085269579121,1.0079503872498243,1.4880744191252635
0.5932135052958193,1.0046088287736388,1.4930867568395418
0.5959740802277881,1.003059271567576,1.4954110926486357
0.60467031250366,0.99822951389532,1.50265572915702
0.6074436426640756,0.9967054671461512,1.5049417992807732
0.6133966913710105,0.9934600494080212,1.5098099258879685
0.6217540588357083,0.9889626631254164,1.5165560053118754
0.6221526943618485,0.9887498331676972,1.5168752502484542
0.6294119823577673,0.9849005900735344,1.5226491148896986
0.6309378088228383,0.9840978398676764,1.5238532401984852
0.6361424918405663,0.9813758927711326,1.5279361608433013
0.6397515317835504,0.9795030635671012,1.5307454046493485
0.6485933698206636,0.9749645174193272,1.537553223871009
0.6506067491712887,0.9739407710705772,1.5390888433941343
0.6574628389193758,0.970481233394752,1.5442781499078724
0.6651447061856647,0.9666530487353292,1.550020426897006
0.666359464332478,0.9660522619989558,1.550921607001566
0.6752827804375008,0.9616766719870016,1.5574849920194975
0.6797543044524021,0.9595086089048046,1.5607370866427932
0.684232330593133,0.957353550074266,1.5639696748886007
0.6932076669904266,0.9530820006468528,1.5703769990297212
0.6944335500694014,0.9525034637748028,1.5712448043377962
0.7022083505112072,0.9488611454664144,1.576708281800378
0.7091805119542642,0.9456337511805284,1.5815493732292072
0.7112339505778912,0.944690123377782,1.5829648149333269
0.7202840450070549,0.94056809001411,1.589147864978835
0.7239933201212412,0.938895731152482,1.5916564032712768
0.7293582198621983,0.9364942175023964,1.5952586737464052
0.7384560693067339,0.9324676941694676,1.6012984587457983
0.7388701639576808,0.9322857824613616,1.6015713263079576
0.7475771954574233,0.9284877242488466,1.6072684136267303
0.7538092904955732,0.9258003991731468,1.61129940124028
0.7567212082384561,0.924553527588912,1.613169708616632
0.7658877252371777,0.9206643393623556,1.6190034909564668
0.7688090027012345,0.9194361872204696,1.620845719169296
0.7750763715566763,0.9168194097793528,1.6247708853309704
0.7838676577767414,0.9131898610074828,1.630215208488776
0.7842867796777545,0.9130180037995091,1.6304729943007363
0.7889000315452291,0.9111333964244582,1.6332999053633128
0.7935185893139207,0.9092594008498414,1.6361108987252382
0.7989836654829569,0.907058240055914,1.6394126399161293
0.8027714472718899,0.9055428945437796,1.6416856581843309
0.8120450073127536,0.9018677924035076,1.6471983113947386
0.8141554864867054,0.9010382457014108,1.648442631447884
0.8213389300147415,0.8982334155854834,1.652649876621775
0.8293816307406223,0.8951268978452447,1.6573096532321332
0.8306528826376534,0.8946390986093068,1.65804135208604
0.839986538989042,0.891084189090084,1.6633737163648743
0.8446606558860739,0.8893213117721478,1.666018032341778
0.8493395792930515,0.8875680474741031,1.6686479287888456
0.8587116900569128,0.8840900467798257,1.6738649298302613
0.8599911656982051,0.8836186950324101,1.674571957451385
0.8681025639477761,0.880649572339552,1.679025641490672
0.8753718085625037,0.8780163443970078,1.6829754834044883
0.8775118996630843,0.8772460215481688,1.6841309676777467
0.8869394018071467,0.8738788036142934,1.68918179457856
0.8908012759885074,0.8725116428870151,1.6912325356694775
0.8963847807688868,0.8705473393157737,1.6941789910263392
0.905847752601634,0.8672510607592679,1.6991234088610978
0.9062783011660164,0.8671020568780334,1.6993469146829498
0.9153280389049684,0.8639894111439366,1.7040158832840953
0.9218016575518618,0.8617851332857237,1.7073223000714144
0.9248253667086344,0.8607618445292688,1.708857233206097
0.9295803373270256,0.8591606746540508,1.711258988018924
