Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0701981662109989,4.406925658583641,91.4724046704173,12.48004922046326,0.006
KKThPINN,0.061693671055845084,4.163308374245389e-06,1.3402772225439552,24.984748976537958,0.01169
