Iteration,NN_Training_Error,KKThPINN_Training_Error
1,0.01661,0.01115
2,0.01301,0.00694
3,0.0134,0.00668
4,0.01538,0.00604
5,0.02518,0.00894
6,0.01265,0.00559
7,0.00404,0.00723
8,0.00753,0.01132
9,0.01325,0.01257
10,0.01144,0.01134
11,0.01143,0.00893
12,0.03537,0.00592
13,0.02118,0.00752
14,0.00611,0.01333
15,0.0175,0.00315
16,0.01378,0.01307
17,0.01449,0.01025
18,0.01318,0.00728
19,0.01498,0.00566
20,0.01584,0.00573
21,0.00862,0.00722
22,0.01919,0.00516
23,0.01575,0.00636
24,0.00491,0.00689
25,0.01163,0.00838
26,0.01524,0.01065
27,0.01914,0.00725
28,0.00768,0.00549
29,0.00823,0.00846
30,0.01046,0.0075
31,0.03128,0.00818
32,0.02584,0.00329
33,0.01587,0.00617
34,0.01659,0.00608
35,0.01959,0.01039
36,0.012,0.00494
37,0.01392,0.00811
38,0.01101,0.00667
39,0.01636,0.00781
40,0.01387,0.0076
41,0.01157,0.0112
42,0.00851,0.00728
43,0.01756,0.00686
44,0.0156,0.00589
45,0.01121,0.00971
46,0.01677,0.00926
47,0.02214,0.00433
48,0.01735,0.01155
49,0.00996,0.0092
50,0.0135,0.00573
