Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,2.421033627797442e-06,7.36544391408097,8.526150215478386e-08,8.299300221959129
2,3.5408882581577927e-07,7.421568640973419,7.862761700986691e-08,8.00704425002914
3,2.5671337577174804e-06,7.419761606026441,6.062784407845356e-08,8.009674497996457
4,3.8366684407264984e-07,7.456809044000693,3.646409444021022e-07,7.990803171065636
5,2.8846757989716326e-07,7.410880237002857,4.100756996194832e-07,7.936119376099668
6,2.392325437009883e-07,7.443345314939506,6.244725151797562e-07,7.904235471971333
7,1.5935150183092144e-06,7.475371820968576,3.29832384219723e-07,8.014376019011252
8,1.5866963470519597e-06,7.455392118892632,3.7375259391107346e-07,8.004287030897103
9,2.6026295169382743e-06,7.194448004011065,2.2127165758926518e-07,8.011596981086768
10,3.3527428513480118e-06,7.153862590086646,1.0688271383211637e-05,7.881700593046844
11,5.562060323427431e-07,7.253898893017322,2.078078580325382e-07,7.960464959964156
12,7.982333916819092e-07,7.328857906977646,2.0282428181417345e-07,8.06075534503907
13,9.01578478836503e-07,7.246424300014041,6.865230635829296e-08,8.019541871966794
14,1.5330937988740818e-06,7.245520174037665,3.776400963791578e-07,7.942821370903403
15,4.5829151910462923e-07,7.260708384914324,1.7597965514445e-07,7.939660192001611
16,2.500725258869352e-06,7.261610076064244,1.412020698883983e-07,8.005522775929421
17,2.7379963588221776e-06,7.214214301086031,1.4716015736363868e-06,7.975994536071084
18,1.5356506689082987e-05,7.147241496946663,1.0242629286949523e-06,7.978042792063206
19,9.589308357741781e-07,7.196674439008348,2.2766273843899398e-07,8.108313634991646
20,4.116722701989299e-07,7.276377910980955,2.6437324625779485e-08,7.986963800969534
21,2.7059914676404637e-06,7.2376595420064405,9.292980015137194e-08,7.996917350101285
22,8.981729327691331e-07,7.344895211979747,1.0479169532118249e-07,7.984582854900509
23,1.4883794998847103e-05,7.181914655026048,1.2600629399154664e-07,8.025759113952518
24,3.537013431772114e-07,7.30769072601106,4.6403271151499816e-08,8.009797291015275
25,3.04661512018356e-07,7.287510526017286,9.202565583639928e-08,8.032360849087127
26,2.7813164630667114e-07,7.242052414920181,8.807682405631567e-08,8.292258199071512
27,7.071732284202881e-07,7.273765909019858,7.298266524458086e-08,7.980160609004088
28,2.4056218990153866e-06,7.227718580048531,7.839210406738555e-08,7.863446335075423
29,6.263226074073221e-07,7.490403471048921,1.2678220073780722e-07,8.074835904990323
30,1.0046186010489084e-06,7.255250696907751,8.739142269102255e-08,8.07799989299383
31,2.3772411926377877e-06,7.236927639925852,4.037320309180359e-07,7.854029668029398
32,2.6596484682765245e-06,7.199105338891968,8.410172587976679e-08,8.075874974951148
33,2.667601544696178e-06,7.423215372022241,7.596381313608921e-07,7.947793621919118
34,3.8025971586345503e-07,7.251509555964731,5.030944976169849e-07,8.099510169005953
35,3.5386025842853996e-07,7.21325918706134,6.196385271550753e-08,8.062776754959486
36,9.998245028934132e-07,7.29793412797153,1.3954769428892178e-07,7.965953244944103
37,2.3932026351758395e-06,7.2208605949999765,1.7099753317021774e-07,7.988856118055992
38,1.50083481761006e-06,7.593009515083395,4.531486297310039e-08,8.063743471051566
39,7.748693728141612e-07,7.24265186698176,2.2325441998797638e-07,8.110454401932657
40,4.2032430277079885e-07,7.295937243034132,1.3754429536068832e-07,7.821846139035188
41,9.032740990733146e-07,7.231911301030777,5.804938420321074e-07,7.922559031052515
42,1.72053814821993e-05,7.201829049037769,3.2610929186679033e-07,8.000824735034257
43,2.769768116195337e-06,7.195635707001202,1.2834642385920839e-07,7.9554789930116385
44,9.116539748295812e-07,7.568522728048265,4.4431728459433845e-07,8.022665897966363
45,7.057835584115916e-07,7.207448094035499,2.395410613568553e-07,7.9763803409878165
46,1.4441649303383505e-05,7.193645881023258,3.4711652811362605e-08,8.005287752952427
47,7.524303858493416e-07,7.2494786309544,1.0609452516519013e-07,8.363580945995636
48,2.3177086916348344e-07,7.303619369980879,4.960983209419586e-08,7.8854988240636885
49,2.2997775583159332e-06,7.229490629048087,5.2862333177472465e-08,8.031548300990835
50,0.00017098783852513103,7.109251889982261,1.3547651652364343e-07,8.00363237503916
