n_inner_per_region,nC_regions,num_regions,num_sample_points,optimizer,lr,batch_size,epochs,dtype,models,linearization_mean_abs_error,linearization_rmse_error,linearization_max_abs_error,mean_abs_nonlinear_residual_on_data,mean_abs_linearized_residual_on_data,linearization_mean_abs_error_region_average,linearization_rmse_error_region_average,projection_check_output_MAE_scaled,projection_check_PL_violation,projection_check_original_nonlinear_violation,n_output_values,n_constraint_values,n_data_points
0,30,30,61,LBFGS,1.0,90,5,32,"NN,KKThPINN",0.007583015903464901,0.011282800208023164,0.026706511287763,4.3316898337833975e-16,0.007583015903464981,0.005870600335118186,0.007608611266341402,2.8551683499244973e-05,1.7881393432617188e-07,0.00018036560504697263,183.0,122.0,122.0
1,30,30,91,LBFGS,1.0,90,5,32,"NN,KKThPINN",0.007944056344370672,0.010985979140855185,0.026706511287763,5.075305255429287e-16,0.007944056344370691,0.00728842626224301,0.009281454724811854,2.7069459974882193e-05,1.87983886235088e-07,0.00017050269525498152,273.0,182.0,182.0
2,30,30,121,LBFGS,1.0,90,5,32,"NN,KKThPINN",0.007811472347248493,0.010616693782081413,0.0267065112877632,6.165866715273597e-16,0.007811472347248612,0.007646605356553263,0.009632557148620125,2.4690116333658807e-05,1.7585833234079473e-07,0.00015641884237993509,363.0,242.0,242.0
5,30,30,211,LBFGS,1.0,90,5,32,"NN,KKThPINN",0.007852655142049794,0.010178435551051516,0.0267065112877632,5.524806520646514e-16,0.0078526551420498,0.007751777111769804,0.009372802392364538,2.2898517272551544e-05,1.7005685037929652e-07,0.00014486160944215953,633.0,422.0,422.0
10,30,30,361,LBFGS,1.0,90,5,32,"NN,KKThPINN",0.007874998526246678,0.009971427088579274,0.0267065112877632,5.228197068871929e-16,0.007874998526246619,0.00781138670294107,0.009277268490962966,2.197436879214365e-05,1.8756475128611783e-07,0.0001382769987685606,1083.0,722.0,722.0
15,30,30,511,LBFGS,1.0,90,5,32,"NN,KKThPINN",0.007784912617067214,0.009812222508099006,0.0267065112877635,5.162211167337323e-16,0.007784912617067237,0.007753685166324607,0.009125712843190612,2.110119203280192e-05,1.743814976862268e-07,0.00013268472685012966,1533.0,1022.0,1022.0
20,30,30,661,LBFGS,1.0,90,5,32,"NN,KKThPINN",0.00765011987816243,0.009670835870878684,0.0267065112877632,4.975008470408039e-16,0.00765011987816242,0.0076543946009108394,0.009007390293369277,2.027268783422187e-05,1.814289589674445e-07,0.00012752553448081017,1983.0,1322.0,1322.0
25,30,30,811,LBFGS,1.0,90,5,32,"NN,KKThPINN",0.007622274499376825,0.009580342363977075,0.0267065112877634,5.338926998813947e-16,0.007622274499376785,0.0076100490274066766,0.008911931749749224,1.989706106542144e-05,1.768295589954505e-07,0.0001254449161933735,2433.0,1622.0,1622.0
