Cao,Ca,Cb,Cc,region_id,is_center,is_boundary
0.5,0.19265360832266049,1.3853072166453213,0.9220391750320185,0,0,1
0.516666666667,0.2017659451646648,1.3701985569953292,0.9447021645070057,0,1,0
0.533333333333,0.21103664161782476,1.3554066165696497,0.9668900751455255,0,0,1
0.55,0.22046301519587047,1.3409260303917407,0.9886109544123889,1,1,0
0.566666666667,0.2300423108070115,1.3267512882800232,1.0098730675799652,2,0,1
0.583333333333,0.23977171242729436,1.3128767581885883,1.0306848627171175,2,1,0
0.6,0.24964835427127371,1.2992967085425475,1.0510549371861788,3,0,1
0.616666666667,0.2596693314070854,1.286005329480171,1.0709920057797437,3,1,0
0.633333333333,0.2698317097903122,1.2729967529146247,1.0905048706280633,3,0,1
0.65,0.2801325356860266,1.260265071372053,1.1096023929419203,4,1,0
0.666666666667,0.29056884445741343,1.2478043555808271,1.1282934666287594,5,0,1
0.683333333333,0.3011376687247258,1.2356086707834517,1.1465869938248223,5,1,0
0.7,0.3118360458897215,1.2236720917794432,1.1644918623308351,6,0,1
0.716666666667,0.3226610250268341,1.2119887167196683,1.1820169249204973,6,1,0
0.733333333333,0.33360967316533735,1.2005526796646748,1.199170980502988,6,0,1
0.75,0.34467908097457617,1.1893581619491527,1.2159627570762712,7,1,0
0.766666666667,0.35586636786767395,1.1783994024013478,1.2324008963979785,8,0,1
0.783333333333,0.3671686865600974,1.1676707064541947,1.2484939403187079,8,1,0
0.8,0.3785832271042075,1.1571664542084148,1.2642503186873777,9,0,1
0.816666666667,0.3901072204220607,1.1468811075101215,1.2796783387348178,9,1,0
0.833333333333,0.4017379413782664,1.1368092160905328,1.294786175864201,9,0,1
0.85,0.41347271141708064,1.1269454228341615,1.309581865748758,10,1,0
0.866666666667,0.42530890078755684,1.1172844682411136,1.3240732976383294,11,0,1
0.883333333333,0.4372439303992898,1.1078211941325795,1.3382682088011306,11,1,0
0.9,0.4492752733320118,1.0985505466640235,1.3521741800039646,12,0,1
0.916666666667,0.46140045602102786,1.0894675787080554,1.365798631937917,12,1,0
0.933333333333,0.4736170591589264,1.0805674516518529,1.3791488225222206,12,0,1
0.95,0.48592271833361594,1.071845436667232,1.3922318449991522,13,1,0
0.966666666667,0.498315124421038,1.0632969155080758,1.4050546267378863,14,0,1
0.983333333333,0.5107920237694691,1.054917380872938,1.4176239286905932,14,1,0
1.0,0.5233512181912394,1.0467024363824786,1.4299463454262822,15,0,1
1.016666666667,0.5359905647758911,1.0386477962177825,1.4420283056733263,15,1,0
1.033333333333,0.5487079755577129,1.030749284449426,1.453876073325861,15,0,1
1.05,0.561501417049072,1.0230028340981439,1.465495748852784,16,1,0
1.066666666667,0.5743689096492549,1.0154044859645097,1.4768932710532354,17,0,1
1.083333333333,0.587308526957912,1.0079503872498243,1.4880744191252635,17,1,0
1.1,0.6003183950004286,1.000636790000857,1.4990448149987146,18,0,1
1.116666666667,0.6133966913710106,0.993460049408021,1.5098099258879685,18,1,0
1.133333333333,0.6265416443191976,0.9864166219723948,1.5203750670414078,18,0,1
1.15,0.6397515317835505,0.9795030635671012,1.5307454046493485,19,1,0
1.166666666667,0.6530246803749632,0.9727160274159263,1.5409259588761104,20,0,1
1.183333333333,0.6663594643324781,0.9660522619989558,1.5509216070015663,20,1,0
1.2,0.6797543044524023,0.9595086089048045,1.5607370866427932,21,0,1
1.216666666667,0.6932076669904264,0.9530820006468527,1.570376999029721,21,1,0
1.233333333333,0.7067180625573812,0.9467694584487624,1.5798458123268564,21,0,1
1.25,0.7202840450070549,0.9405680900141099,1.5891478649788353,22,1,0
1.266666666667,0.7339042103135966,0.9344750872931938,1.5982873690602093,23,0,1
1.283333333333,0.7475771954574231,0.9284877242488466,1.6072684136267301,23,1,0
1.3,0.7613016773161891,0.9226033546323784,1.6160949680514323,24,0,1
1.316666666667,0.7750763715566763,0.9168194097793528,1.6247708853309706,24,1,0
1.333333333333,0.788900031545229,0.9111333964244582,1.6332999053633128,24,0,1
1.35,0.8027714472718899,0.9055428945437796,1.6416856581843309,25,1,0
1.366666666667,0.8166894442828105,0.9000455552316208,1.6499316671525688,26,0,1
1.383333333333,0.8306528826376535,0.8946390986093068,1.65804135208604,26,1,0
1.4,0.8446606558860738,0.8893213117721479,1.6660180323417781,27,0,1
1.416666666667,0.8587116900569131,0.8840900467798256,1.6738649298302613,27,1,0
1.433333333333,0.8728049426761816,0.8789432186863628,1.6815851719704558,27,0,1
1.45,0.8869394018071466,0.8738788036142934,1.6891817945785597,28,1,0
1.466666666667,0.9011140851054564,0.8688948368769129,1.696657744684631,29,0,1
1.483333333333,0.9153280389049684,0.8639894111439366,1.7040158832840953,29,1,0
1.5,0.9295803373270254,0.8591606746540509,1.7112589880189237,29,0,1
