Cao,Ca,Cb,Cc,region_id,residual_nonlinear,residual_linearized,linearization_error,abs_linearization_error
0.5,0.1926536083226604,1.3853072166453213,0.9220391750320184,0,6.661338147750939e-16,0.024801971697336406,0.02480197169733574,0.02480197169733574
0.516666666667,0.2017659451646648,1.3701985569953292,0.9447021645070056,0,0.0,-1.1102230246246517e-16,-1.1102230246246517e-16,1.1102230246246517e-16
0.533333333333,0.2110366416178247,1.3554066165696497,0.9668900751455256,0,8.881784197001252e-16,-0.026706511287762136,-0.026706511287763024,0.026706511287763024
0.55,0.2204630151958704,1.3409260303917407,0.9886109544123888,1,4.440892098500626e-16,-2.220446049250313e-16,-6.661338147750939e-16,6.661338147750939e-16
0.566666666667,0.2300423108070115,1.3267512882800232,1.0098730675799652,2,0.0,0.022760949923536535,0.022760949923536535,0.022760949923536535
0.583333333333,0.2397717124272943,1.3128767581885885,1.0306848627171177,2,0.0,4.440892098501131e-16,4.440892098501131e-16,4.440892098501131e-16
0.6,0.2496483542712737,1.2992967085425475,1.0510549371861788,3,2.220446049250313e-16,0.021799357219885407,0.021799357219885185,0.021799357219885185
0.616666666667,0.2596693314070854,1.286005329480171,1.0709920057797435,3,-2.220446049250313e-16,-4.440892098501131e-16,-2.220446049250818e-16,2.220446049250818e-16
0.633333333333,0.2698317097903122,1.2729967529146249,1.0905048706280631,3,-6.661338147750939e-16,-0.023503222384094663,-0.023503222384093997,0.023503222384093997
0.65,0.2801325356860266,1.260265071372053,1.1096023929419203,4,0.0,-3.3306690738754696e-16,-3.3306690738754696e-16,3.3306690738754696e-16
0.666666666667,0.2905688444574134,1.2478043555808271,1.1282934666287594,5,4.440892098500626e-16,0.01999696331007629,0.019996963310075846,0.019996963310075846
0.683333333333,0.3011376687247258,1.2356086707834515,1.1465869938248223,5,8.881784197001252e-16,7.771561172376096e-16,-1.1102230246251565e-16,1.1102230246251565e-16
0.7,0.3118360458897215,1.2236720917794432,1.1644918623308351,6,-2.220446049250313e-16,0.019155990263738536,0.019155990263738758,0.019155990263738758
0.716666666667,0.3226610250268341,1.2119887167196683,1.1820169249204973,6,6.661338147750939e-16,2.2204460492498082e-16,-4.440892098501131e-16,4.440892098501131e-16
0.733333333333,0.3336096731653373,1.2005526796646748,1.199170980502988,6,-2.220446049250313e-16,-0.02066611777728017,-0.020666117777279946,0.020666117777279946
0.75,0.3446790809745761,1.189358161949153,1.2159627570762712,7,-8.881784197001252e-16,-6.661338147750939e-16,2.220446049250313e-16,2.220446049250313e-16
0.766666666667,0.3558663678676739,1.1783994024013478,1.2324008963979785,8,8.881784197001252e-16,0.01759147420455258,0.01759147420455169,0.01759147420455169
0.783333333333,0.3671686865600974,1.167670706454195,1.248493940318708,8,-4.440892098500626e-16,-2.2204460492498082e-16,2.220446049250818e-16,2.220446049250818e-16
0.8,0.3785832271042075,1.1571664542084148,1.2642503186873777,9,-4.440892098500626e-16,0.016865949583245415,0.01686594958324586,0.01686594958324586
0.816666666667,0.3901072204220607,1.1468811075101215,1.2796783387348178,9,6.661338147750939e-16,1.1102230246251565e-16,-5.551115123125783e-16,5.551115123125783e-16
0.833333333333,0.4017379413782664,1.1368092160905328,1.294786175864201,9,-2.220446049250313e-16,-0.018197529169516426,-0.018197529169516204,0.018197529169516204
0.85,0.4134727114170806,1.1269454228341615,1.309581865748758,10,2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16
