region_id,A_T,B_Ca,B_Cb,B_Cc,b
0,-0.010033072398806008,-1.1117171334105793,-0.11171713341057928,0.0,-4.257495747240602
1,-0.0439418149992076,-2.8351549731976946,-1.8351549731976948,0.0,-18.62553979302898
2,-0.0738262576650921,-11.044545559820703,-10.044545559820705,0.0,-41.99188197052345
3,-0.18660710619476872,-51.5240248011212,-50.524024801121236,0.0,-141.42611026483814
4,-0.5933840439070881,-219.24902357163182,-218.2490235716341,0.0,-526.3395446155857
5,-1.4017674594502196,-593.5825441985587,-592.5825441985608,0.0,-1342.1862463565267
6,-2.4209508302497937,-1106.0307330078713,-1105.030733007882,0.0,-2420.264471965954
7,-3.588432330208118,-1728.1385726441522,-1727.1385726439999,0.0,-3697.364129545793
8,-4.628429002515901,-2305.4490466213947,-2304.449046621286,0.0,-4862.444060442276
9,-5.932746965983327,-3053.773112223247,-3052.7731122233254,0.0,-6352.146569476739
10,-7.558201512012211,-4017.2584075520917,-4016.258407552712,0.0,-8244.60592523102
