Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC,nseg_3_RMSE_TOTAL,nseg_3_VIOL,nseg_3_VIOL_NL,nseg_3_TRAIN_TIME_SEC,nseg_3_EXP_TIME_SEC,nseg_5_RMSE_TOTAL,nseg_5_VIOL,nseg_5_VIOL_NL,nseg_5_TRAIN_TIME_SEC,nseg_5_EXP_TIME_SEC,nseg_11_RMSE_TOTAL,nseg_11_VIOL,nseg_11_VIOL_NL,nseg_11_TRAIN_TIME_SEC,nseg_11_EXP_TIME_SEC
NN,0.0140948004135361,0.1934063136593806,0.1477594665782662,6.341603380000379,0.0039,0.0162099607863959,0.1623948880723937,0.1631155362022865,7.026538669999354,0.0041,0.0092532766563441,0.0724574611541719,0.0598970352772806,7.293838264000442,0.0044,0.0123656860745223,0.0815993556115775,0.0834938216981905,7.622748101999605,0.0042,0.01482411964742,0.1368871709838029,0.1363970703143012,8.641593497999565,0.0048
KKThPINN,0.0170219029576222,4.24263798696042e-16,0.1832139624494944,6.945897744000831,0.0044,0.0055175060095983,6.02692499082228e-16,0.0445523129484957,8.662332662999688,0.005,0.0103393568131588,3.925431408496089e-16,0.0245729250159155,9.29606878499908,0.0053,0.0096193548391547,7.573307060835889e-16,0.0043902669585229,10.47845652199976,0.0062,0.005310851694230664,4.361590453884544e-16,0.0016423235069557493,14.29694594600005,0.0109
