Model,173_EXP_TIME_SEC,173_RMSE_TOTAL,173_TRAIN_TIME_SEC,173_VIOL,173_VIOL_NL,194_EXP_TIME_SEC,194_RMSE_TOTAL,194_TRAIN_TIME_SEC,194_VIOL,194_VIOL_NL
NN,0.0075099999999999,0.0830562906934402,14.64400729912566,3.905815106034279,94.6462105144312,0.0069299999999999,0.0769839412439175,15.801770986847114,4.416051549911499,103.20563911676408
KKThPINN,0.015508,0.0668065753108819,32.08020427610492,0.0946438176184892,1.5863244973743955,0.015154,0.06673832806844422,35.10791743373731,0.05842729590833187,2.2682197828094166
