region_id,T_low,T_high,Tss,Cass,Cbss,fss,aT,aCa,aCb
0,280.0,286.0,283.0,0.990556139256624,1.981112278513248,-4.85722573273506e-17,-0.00127719424203120,-1.01129481077620,-0.0112948107761970
1,286.0,292.0,289.0,0.9798788916749956,1.9597577833499915,-1.73472347597681e-17,-0.00261090119771890,-1.02421577332843,-0.0242157733284289
2,292.0,298.0,295.0,0.9598817319029236,1.9197634638058472,-6.24500451351651e-17,-0.00500170031527142,-1.04947681910934,-0.0494768191093396
3,298.0,304.0,301.0,0.926404158119876,1.852808316239752,6.93889390390723e-16,-0.00883165062125975,-1.09563719193524,-0.0956371919352430
4,304.0,310.0,307.0,0.8776367799382134,1.7552735598764269,8.88178419700125e-16,-0.0141686519848965,-1.17406808142414,-0.174068081424144
5,310.0,316.0,313.0,0.8165680577701522,1.6331361155403044,-1.38777878078145e-16,-0.0205693277903896,-1.29920420379329,-0.299204203793291
6,316.0,322.0,319.0,0.7503125815455464,1.5006251630910927,-2.22044604925031e-16,-0.0272643703988556,-1.49148579527323,-0.491485795273234
7,322.0,328.0,325.0,0.6867320370528783,1.3734640741057569,-9.99200722162641e-16,-0.0335890036533965,-1.78445961324569,-0.784459613245691
8,328.0,334.0,331.0,0.6314500356557567,1.2629000713115135,-1.88737914186277e-15,-0.0392918359324861,-2.23580047468781,-1.23580047468781
9,334.0,340.0,337.0,0.5868430258044073,1.1736860516088146,-3.33066907387547e-15,-0.0446027002987143,-2.94194897805148,-1.94194897805148
10,340.0,346.0,343.0,0.5526036818098634,1.1052073636197268,-2.66453525910038e-15,-0.0501601421794439,-4.05712438911996,-3.05712438911996
11,346.0,352.0,349.0,0.5269468280265149,1.05389365605303,-4.88498130835069e-15,-0.0569220600747806,-5.81885137598085,-4.81885137598085
12,352.0,358.0,355.0,0.5077055634679111,1.0154111269358224,-8.43769498715119e-15,-0.0661352713110537,-8.58338387228986,-7.58338387228986
13,358.0,364.0,361.0,0.4929688762731237,0.985937752546247,-1.50990331349021e-14,-0.0793874421020342,-12.8750805923847,-11.8750805923847
14,364.0,370.0,367.0,0.4812934904408036,0.962586980881607,-2.66453525910038e-14,-0.0987306973446105,-19.4541541062744,-18.4541541062744
15,370.0,376.0,373.0,0.4716788038113442,0.9433576076226894,-7.10542735760100e-14,-0.126859271358534,-29.4078444985086,-28.4078444985085
16,376.0,382.0,379.0,0.4634625173717356,0.926925034743471,-3.55271367880050e-15,-0.167332210674653,-44.2711042327343,-43.2711042327343
17,382.0,388.0,385.0,0.4562157752631885,0.912431550526379,-1.63424829224823e-13,-0.224841915122129,-66.1841749446680,-65.1841749446679
18,388.0,394.0,391.0,0.4496625970266482,0.8993251940532977,2.84217094304040e-14,-0.305534985704542,-98.0958681783369,-97.0958681783368
19,394.0,400.0,397.0,0.4436245846488692,0.8872491692977349,-1.70530256582424e-13,-0.417394186082997,-144.022895062463,-143.022895062463
20,400.0,406.0,403.0,0.4379850002401534,0.8759700004803171,-9.94759830064140e-13,-0.570691032724560,-209.377222319339,-208.377222319337
21,406.0,412.0,409.0,0.4326660390530661,0.8653320781061412,-1.90425453183707e-12,-0.778518632461976,-301.375160783689,-300.375160783686
22,412.0,418.0,415.0,0.4276146091808934,0.8552292183617738,-5.11590769747272e-13,-1.05741429038365,-429.543706277331,-428.543706277336
23,418.0,424.0,421.0,0.4227934530033154,0.845586906006638,-7.67386154620908e-13,-1.42808122230912,-606.341532485402,-605.341532485398
24,424.0,430.0,427.0,0.4181755859748349,0.8363511719496218,-1.13686837721616e-13,-1.91621842682285,-847.913957585114,-846.913957585153
25,430.0,436.0,433.0,0.4137407904073855,0.8274815808148109,-2.15436557482462e-11,-2.55346738005992,-1175.00314340303,-1174.00314340298
26,436.0,442.0,439.0,0.4094733855007627,0.8189467710015216,0,-3.37848369230707,-1614.03670788306,-1613.03670788306
27,442.0,448.0,445.0,0.4053607944129033,0.810721588825711,3.75621311832219e-10,-4.43814119737650,-2198.41980695583,-2197.41980695604
28,448.0,454.0,451.0,0.4013926128106804,0.802785225621469,-2.84217094304040e-12,-5.78887513009030,-2970.05753779703,-2969.05753779671
29,454.0,460.0,457.0,0.3975599956646739,0.7951199913293374,-4.77484718430787e-12,-7.49817008658101,-3981.13619893175,-3980.13619893179
