Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,0.00313,11.414248835062608,0.00686,13.586776586947963
2,0.01034,11.432618706021458,0.0115,13.669808709993958
3,0.00262,11.463510052999482,0.00424,13.6054533328861
4,0.01187,11.38424145290628,0.00423,13.551491748075932
5,0.01362,11.46682206587866,0.00774,13.437012819107622
6,0.00587,11.355282343924046,0.00311,13.467565170954913
7,0.00325,11.511162413982674,0.00672,13.514456432079896
8,0.01472,11.322190672857687,0.00718,13.483488698955625
9,0.00775,11.384876098949462,0.00612,13.505484577966854
10,0.0027,11.403209829004481,0.00652,13.464934844058007
11,0.00778,11.420485758921131,0.00641,14.00206175306812
12,0.00992,11.386875587981194,0.00884,13.836778200929984
13,0.00928,11.457732610870153,0.0081,13.598241036990657
14,0.0043,11.516447836067528,0.00334,13.604772025020793
15,0.00766,11.41270328196697,0.0044,13.736144199967384
16,0.01266,11.430366741027683,0.00385,13.407603336963803
17,0.00785,11.38705226406455,0.00455,13.48033968405798
18,0.0085,11.425884368130937,0.009,13.644387728068978
19,0.00561,11.619295195909217,0.00383,13.473193991929293
20,0.01011,11.445394485024735,0.00804,13.448132056044415
21,0.0354,11.33004874899052,0.00571,13.621760251931846
22,0.01103,11.401092340005562,0.0074,13.594412023900077
23,0.00334,11.48967177188024,0.00495,13.523417091928422
24,0.00633,11.333346770144999,0.00874,13.52645871299319
25,0.00746,11.415986171923578,0.00756,13.597150824964046
26,0.00757,11.448838412063196,0.0073,13.413590703858063
27,0.00725,11.412341981893405,0.00533,13.535056172171608
28,0.02029,11.366752878995612,0.00582,13.566359518794343
29,0.01467,11.36818462703377,0.00922,13.493125342996791
30,0.00899,11.470638688188046,0.00668,13.381649435963482
31,0.0081,11.551224986091256,0.00587,13.554420311935246
32,0.03339,11.365451527992263,0.00543,13.521210283972323
33,0.02294,11.450862933183089,0.00759,13.574504608055577
34,0.00403,11.402330663986504,0.00505,13.37894911901094
35,0.01001,11.440109262941405,0.01608,13.639598311157897
36,0.00668,11.392062523867935,0.00493,13.441086378879845
37,0.01101,11.544806496007368,0.00532,13.868308790028095
38,0.00805,11.403684235177934,0.01009,13.466015929123387
39,0.00459,11.432728494983166,0.00902,13.464148634811863
40,0.00465,11.469905911944807,0.00614,13.487068822840229
41,0.00899,11.423294224077836,0.00568,13.506581039866433
42,0.00816,11.443113764049485,0.01007,13.503947785822675
43,0.01145,11.53531038807705,0.00735,13.550196518888697
44,0.00614,11.362907986156642,0.00418,13.552240748191252
45,0.00968,11.4041723231785,0.0048,13.568628200795501
46,0.01695,11.424178287154064,0.00733,13.702075837180018
47,0.00702,11.438427475979552,0.00285,13.659447076031938
48,0.00621,11.311381943989545,0.00654,13.60785354115069
49,0.0127,11.338951461948454,0.00279,13.47940876102075
50,0.00804,11.415193371009082,0.0055,13.525770467007533
