NN_Experiment_Error,KKThPINN_Experiment_Error
0.07691836520244935,0.08211691909877761
0.07941486343268463,0.07790482744995751
0.07976344224965552,0.07566768510421103
0.07688481097239422,0.07841237364750406
0.08935252242664234,0.07016273400818895
0.09292489469474094,0.08128947532396166
0.1012331813114267,0.08333390229103567
0.08028997908126013,0.07951768485083403
0.08562638252140628,0.07905988981065061
0.0901632579196857,0.07484181025798552
0.08253618318935135,0.07837772034983102
0.08042203288129005,0.07525891809809224
0.07939748055532056,0.0771823496505119
0.08255774522748685,0.0803087074086154
0.08796739510120892,0.07738186715052855
0.0762918807330762,0.08937935542267023
0.07930931815059362,0.08106794466934163
0.08693820745479322,0.08187723797894338
0.08082280847124616,0.10372273198530928
0.08485270115136945,0.07869210945418055
0.09681755145448508,0.07625931314384371
0.08348736764978677,0.0788095072579679
0.075478474150557,0.07540989512231057
0.0765172822281798,0.08618625161230381
0.09559691437850959,0.07864604906680299
0.0781704264890266,0.07957206787488776
0.0788781634916158,0.07485230134791014
0.07906488462647442,0.07895423413304276
0.07617587795105725,0.0771440080477593
0.11116140611806763,0.07780153114823549
0.08143990890487976,0.08408474241919321
0.09539380417617822,0.075226132476952
0.08269235705903107,0.07997412046336627
0.10381018884977944,0.08705723563149223
0.07545475923866725,0.08080886309508054
0.12054530006272306,0.07736329818865545
0.07645847117716213,0.07982132071624985
0.11135648376322123,0.0875636302242375
0.07613091096338943,0.08093363040053235
0.07841928398822402,0.07557943426037579
0.08317906641063263,0.07644248304079292
0.0747941454547333,0.0764110525343641
0.07927278974852187,0.08474264327093166
0.07856085889637979,0.07913139469324292
0.0888306205389995,0.08884079116698851
0.07675813935467923,0.07769478466019848
0.11189422858220115,0.07446227806028818
0.09242436423686315,0.09755852101178446
0.07576379472448413,0.0810376855805766
0.09969377934885776,0.07709484741369975
0.0798267411489195,0.07457693154161436
0.09331452355765318,0.07619480010609232
0.07951057371699945,0.08509854527357001
0.07643530205354294,0.07707624718328232
0.07986208180093692,0.08276958339853938
0.08922613301744772,0.08723015145798944
0.08161186322885354,0.08196563425762848
0.1038396252399265,0.08423415673774162
0.08843180060168329,0.07985777908803203
0.07850879754417064,0.07360840334706657
0.08147455179210729,0.08876990512207011
0.08189553555845631,0.08509685908537454
0.07767861144024527,0.08473100439472456
0.08739446294009758,0.07453505176530383
0.07669689629365443,0.08202036587655727
0.07762334762133963,0.07829292998932114
0.07737907525614231,0.07531520955010473
0.07802885075843523,0.10994708484294706
0.08944170737611716,0.08108502949854889
0.0963531799943214,0.07566941696114109
0.07815880632645729,0.08355186471895058
0.08666258664257487,0.07925396175846135
0.07297609360067178,0.08218974399387617
0.09168906161946622,0.07372207546494211
0.08218194891751383,0.08011698340246264
0.09448837310682974,0.07935014913166082
0.08208040114125878,0.07680106846467032
0.08258517780290935,0.0802213764083998
0.09108735617239036,0.08979425981155138
0.08475556618250771,0.08540651882911064
0.07643397960625901,0.08247580381700227
0.08221650806161783,0.07751806977673334
0.08021272977292664,0.085260828892222
0.09093993863073789,0.07560124849167155
0.11446013156797248,0.07727821773349712
0.12337696508958133,0.07798921481630655
0.0925463325414659,0.08137017096379465
0.0820179224375689,0.07752416983184585
0.07719516862820376,0.07723023964932929
0.08271714661906414,0.07759432827347877
0.0751790682932456,0.08368898009760832
0.09244943544901535,0.0766533654763683
0.07620209099605006,0.08154481414380843
0.0820346622288034,0.10559465224242887
0.07549082031686612,0.08350616570772662
0.07912562968613324,0.07607995363985326
0.07620852354265342,0.08500991283910465
0.07960993713804954,0.09007035970187748
0.1084856913220145,0.07621707625574851
0.08341891777557145,0.08086270511190453
