region_id,A_T,A_Cao,B_Ca,B_Cb,B_Cc,b
0,-0.005903403247502049,1.0094791935420822,-1.0701458045193155,-0.06164661513090341,0.0,-1.8774705161417145
1,-0.006721442876794192,1.0094791935420822,-1.0692959510690239,-0.06929595106902386,0.0,-2.1350061289651374
2,-0.0075185874114972245,1.0094791935420822,-1.0684735722886518,-0.07685480608392893,0.0,-2.3859635384872537
3,-0.038613437745959635,1.307791845025737,-2.6802287664428412,-1.393903579757013,0.0,-14.900748737512655
4,-0.04196472481327758,1.307791845025737,-2.5489993961053763,-1.5489993961053763,0.0,-16.14056812870586
5,-0.04490938518258443,1.307791845025737,-2.4391343491004207,-1.699096671375608,0.0,-17.229954669759977
6,-0.103544145549741,6.077101861982213,-26.83518678908399,-20.446644380534625,0.0,-64.25421138193727
7,-0.11149755930201233,6.077101861982213,-23.925377460206953,-22.925377460206946,0.0,-68.40973116166478
8,-0.11816406934542545,6.077101861982213,-21.655588250915123,-25.323689773038637,0.0,-71.8928662292031
9,-0.6206489528203516,51.943450892053804,-288.9933430973951,-221.37009284300063,0.0,-515.5741540103036
10,-0.6668435814843381,51.943450892053804,-251.51113192283867,-250.51113192283782,0.0,-546.3647142987663
11,-0.7048327859167669,51.943450892053804,-223.1023961572721,-278.71403610564926,0.0,-571.6860324523955
12,-3.612023166550145,352.0953318958051,-2204.200000049163,-1651.6268856350848,0.0,-3463.2386095455404
13,-3.875695906529913,352.0953318958051,-1885.6592527214152,-1884.6592527212697,0.0,-3664.7913248862424
14,-4.089338295342799,352.0953318958051,-1649.5880902365634,-2110.2486747772264,0.0,-3828.100598267501
