a,c,d,e,f,g,h,i
-169208.539155297,-169207.53915618203,-199.54274378366085,288056.8948390056,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-338416.07831236406,-399.0854875673217,576113.7896780112
