Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.0046,0.0919253206511814,7.591193781001493,53.19703674316406,108.17272853851318
KKThPINN,0.0071,0.07130105835436462,9.805852690013126,6.866455078125e-05,2.787043809890747
