T,Ca,Cb_dataset,Cb_calc,Cb_diff
280.0,0.9936625015244944,1.9873250030489888,1.9873250030489882,6.661338147750939e-16
291.0344827586207,0.9743642390914854,1.9487284781829708,1.9487284781829703,4.440892098500626e-16
302.0689655172414,0.9188189611260876,1.8376379222521757,1.8376379222521757,0.0
313.1034482758621,0.8154459501445261,1.6308919002890525,1.6308919002890523,2.220446049250313e-16
324.1379310344828,0.6954535139448862,1.3909070278897724,1.3909070278897726,-2.220446049250313e-16
335.17241379310343,0.599277643080764,1.198555286161528,1.198555286161528,0.0
346.2068965517241,0.5379618000874693,1.0759236001749386,1.0759236001749384,2.220446049250313e-16
357.2413793103448,0.5017613092255113,1.0035226184510224,1.0035226184510224,0.0
368.2758620689655,0.479103246011467,0.958206492022934,0.9582064920229341,-1.1102230246251565e-16
379.3103448275862,0.4630668067826552,0.9261336135653108,0.9261336135653107,1.1102230246251565e-16
390.3448275862069,0.450350536291711,0.9007010725834191,0.900701072583428,-8.881784197001252e-15
401.3793103448276,0.4394740214583497,0.8789480429167056,0.8789480429167057,-1.1102230246251565e-16
412.41379310344826,0.4297618193593661,0.8595236387187261,0.8595236387187262,-1.1102230246251565e-16
423.44827586206895,0.4208858690524811,0.8417717381049358,0.8417717381049783,-4.2521541843143495e-14
434.4827586206897,0.4126711604021083,0.8253423208041287,0.82534232080413,-1.2212453270876722e-15
445.5172413793104,0.4050131572294574,0.8100263144587994,0.8100263144587994,0.0
456.5517241379311,0.3978418312545029,0.795683662508646,0.795683662508646,0.0
467.5862068965517,0.3911054164406103,0.7822108328816155,0.7822108328816223,-6.772360450213455e-15
478.6206896551725,0.3847627357603051,0.7695254715210409,0.7695254715210419,-9.992007221626409e-16
489.65517241379314,0.3787793786114422,0.7575587572230716,0.7575587572230715,1.1102230246251565e-16
500.6896551724138,0.3731256719924096,0.746251343984081,0.746251343984102,-2.098321516541546e-14
511.7241379310345,0.3677755214847651,0.7355510429691511,0.7355510429691511,0.0
522.7586206896551,0.3627056935497714,0.7254113870981185,0.7254113870990513,-9.328093852900565e-13
533.7931034482758,0.3578953337019231,0.7157906674025173,0.7157906674025173,0.0
544.8275862068965,0.3533256185474368,0.706651237084542,0.706651237084542,0.0
555.8620689655172,0.3489794890074896,0.6979589780128277,0.6979589780128277,0.0
566.8965517241379,0.3448414363924069,0.6896828727907292,0.6896828727907292,0.0
577.9310344827586,0.3408973251697985,0.6817946503357079,0.6817946503357079,0.0
588.9655172413793,0.33713424283862,0.6742684856740762,0.6742684856740762,0.0
600.0,0.3335403708381548,0.6670807416767622,0.6670807416767623,-1.1102230246251565e-16
