NN_Experiment_RMSE,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,NN_Experiment_Time_sec,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL,KKThPINN_Experiment_Time_sec,NN_Prediction_Time_sec,KKThPINN_Prediction_Time_sec
0.08288963395216248,44.96994020434349,41.74048977535198,0.0052,0.03037362990861656,5.6006125663069874e-14,0.2005450856045572,0.0073,0.0004115044139325619,0.0013210955075919628
0.05515287548832405,28.195637998850234,28.305052083277165,0.0063,0.02547158488248861,4.7128967395337895e-14,0.45639667850530263,0.0101,0.0004737740382552147,0.0018171328119933605
0.04428077424682458,16.62420623305006,16.47594418912593,0.0049,0.021778406983225362,4.434878390450573e-14,0.45724619134560274,0.0073,0.00039041414856910706,0.0013748714700341225
0.051466531453775916,32.50508472508054,31.494206850874622,0.0049,0.03617711746017777,4.736488978807074e-14,0.1770065090180808,0.0072,0.0003866576589643955,0.0013401294127106667
0.09531095500170206,26.96936726560247,24.35728979584646,0.0049,0.036596842970155724,3.9218628344883655e-14,0.18455471529719567,0.0072,0.0003812769427895546,0.001355886459350586
0.07210153267449855,9.223678465662237,8.962742769772838,0.0051,0.03279721438435515,4.8519059140753974e-14,0.4025447625512806,0.0073,0.00039141857996582985,0.001345920842140913
0.044538236955959855,34.188931264192966,33.071366459957154,0.0049,0.031231501045146628,3.4898010407384085e-14,0.5097354439593859,0.0114,0.00039488961920142174,0.0017530047334730625
0.06666249954056147,50.29992923767656,47.26239217300739,0.005,0.03278734112196298,7.148217203341763e-14,0.1076821921835666,0.0072,0.00039338599890470505,0.0013515288010239601
0.09360418528598306,65.88110855622874,59.01021948777483,0.0049,0.03737918926576599,5.889501849172991e-14,0.25436844844745093,0.0073,0.0003897775895893574,0.0013795946724712849
0.07124434528050338,13.709319327746897,13.324110055402777,0.0052,0.03534276579134056,4.677045787696935e-14,0.2857174906336575,0.0073,0.00040373625233769417,0.0013556843623518944
0.0658380038600683,50.57141594375498,46.78151580339488,0.0053,0.03660890008083202,4.9557580261705425e-14,0.2965147507998301,0.0072,0.00039581116288900375,0.001370173878967762
0.08184977184243895,45.47347453801762,41.35263165688748,0.0055,0.03272293984206598,5.136631860599058e-14,0.33301266636582083,0.0073,0.0004157177172601223,0.0013497620820999146
0.06879285218510685,12.698807867554324,12.540003519833435,0.0049,0.02173733694037839,3.7136960173711486e-14,0.2676101759910709,0.0079,0.00038622738793492317,0.00147941242903471
0.07450938365189227,52.19802743842791,49.17290742626469,0.005,0.023824856597716975,2.7690812605859112e-14,0.5670952218798968,0.0072,0.0003891359083354473,0.001342581119388342
0.056309295915339674,12.840013343429275,12.343274264850379,0.0048,0.02950999109999702,8.230915948814754e-14,0.20467565208950966,0.009,0.00037804944440722466,0.0017056656070053577
