NN_Experiment_RMSE,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,NN_Experiment_Time_sec,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL,KKThPINN_Experiment_Time_sec,NN_Prediction_Time_sec,KKThPINN_Prediction_Time_sec
0.05610636148176311,38.41013401492142,37.966478230557456,0.0051,0.029815485403863355,4.9145872556740265e-14,0.18142274542389444,0.0073,0.00039834389463067055,0.001345094759017229
0.07464317596450006,25.0166920958258,23.722277978899736,0.0064,0.039030080020603444,3.8832363250899484e-14,0.46427794571842246,0.0072,0.0004942985251545906,0.0013516256585717201
0.0820168137989748,60.19708925934311,54.849197859222066,0.0048,0.026891298028732195,5.072794036683111e-14,0.6396037176633868,0.0072,0.0003791786730289459,0.001364449504762888
0.06432159796042,55.94846702849867,51.49123922470747,0.0049,0.03309374962349523,1.9644008641961364e-14,0.2001844206308694,0.0072,0.0003912816755473614,0.0013296767137944698
0.06476588573275402,38.26811371897631,38.00848553392939,0.0049,0.033123260174170104,5.912631495519349e-14,0.17412321996930102,0.0083,0.00038609374314546585,0.0015374966897070408
0.07007604580052716,41.9066173980919,39.43047525258361,0.0049,0.03414665135445045,8.858885847118358e-14,0.12825266182248313,0.0073,0.0003865174949169159,0.001351760234683752
0.07894212620691746,45.282295109137266,44.06653180578729,0.0049,0.028400920213197112,8.068777127926789e-14,0.6481966929144243,0.0073,0.00038337288424372673,0.0013518687337636948
0.040663102018586236,29.596144964096908,29.064379621124203,0.0052,0.03069544474229036,7.560618797697316e-14,0.7106159092528798,0.0086,0.0003994349390268326,0.0015270872972905636
0.05044614310276302,25.157862470120794,25.49071695659264,0.0055,0.04376432773688631,3.708144902248023e-14,1.3004779506489934,0.0081,0.0004102671518921852,0.001570968423038721
0.06285368498282477,50.65115781508359,48.13502368286179,0.0052,0.03860083747148293,4.191091917959966e-14,0.49950939217894313,0.0074,0.00042592547833919525,0.0013768961653113365
0.07066698327951794,55.98501508446239,51.081601369509485,0.0049,0.03208911885841178,8.62088178621434e-14,0.15357836732001418,0.0079,0.0004134480841457844,0.001488706562668085
0.06688770598029498,50.99102899342813,47.53754910057646,0.0051,0.04604426915656249,4.55954718425744e-14,1.2327736581115991,0.0223,0.0004039369523525238,0.0013873474672436714
0.06814469703436152,20.266914866490634,20.268721704295682,0.0048,0.03231085888753192,4.108981673430397e-14,0.8645618549418431,0.0078,0.0003853142261505127,0.0014748354442417622
0.06870659683881979,44.10949328097706,40.62575712922514,0.0049,0.041381543100624696,7.057548989664042e-14,0.5353480293871854,0.0122,0.0003861556760966778,0.002255319617688656
0.09551611199516162,61.59044542617289,55.63449277597291,0.0048,0.03222123741329303,6.204296335946917e-14,0.38674322730259797,0.0073,0.0003874329850077629,0.001338497269898653
0.09200633603151508,68.19753113912604,60.74216626016664,0.0049,0.0320101523142582,5.334621633323877e-14,0.2458679454438805,0.0072,0.0003859954886138439,0.0013325219042599201
0.07721040953316911,10.522759363782372,9.941372774194027,0.0048,0.03788273831744412,6.084253471409322e-14,0.3169287408806168,0.0109,0.00038622086867690086,0.0017815371975302696
0.06942272629255589,53.96675405602793,49.4968156397855,0.0051,0.041280510262669656,4.844041834317636e-14,0.7749465488220347,0.0073,0.00039296410977840424,0.001325945369899273
0.061780000989519,33.628160628923304,34.29314463211564,0.0053,0.03599997112381861,4.1108320451381055e-14,0.25949501454917095,0.0082,0.00041065551340579987,0.0015299851074814796
0.0713223841088537,48.79019937932542,45.636866131863236,0.0056,0.041534446452273395,3.496046045251925e-14,0.2631136755045643,0.0074,0.00040650926530361176,0.0013608159497380257
0.07577285157768682,50.40306416147257,47.8249895524663,0.0055,0.03453502303379961,4.05740256207802e-14,0.19419289336488188,0.0072,0.000442644115537405,0.0013643838465213776
0.046233810550507466,35.98736373231105,35.66775666778354,0.0049,0.03331503477033276,4.1628737494174097e-14,0.25174197398048986,0.0073,0.00037785107269883156,0.0013511334545910358
0.07426391560653699,48.636396480246994,47.254337419142615,0.0049,0.0357410357894702,3.9045155997285974e-14,0.17600694126384572,0.0082,0.00038570165634155273,0.0014817574992775917
0.047750012258084694,23.844814939906424,25.024878768953457,0.0051,0.03387735186769801,4.875729449812146e-14,0.2477991536773203,0.0073,0.00040048081427812576,0.0013567190617322922
0.039076639574229764,24.69953986018343,23.792125413437805,0.0049,0.026302632874562755,4.878505007373709e-14,0.13826775997376586,0.0073,0.0003958255983889103,0.0013626203872263432
0.05605190478972866,45.732344867230466,43.30384536401604,0.005,0.03385511842522471,7.091780866256651e-14,0.17958080499296378,0.0114,0.0003937692381441593,0.0020998301915824413
0.020483576932673588,5.025092791516896,5.565610937446866,0.0049,0.025024502933956538,9.511835763476029e-14,0.242396277574082,0.0099,0.0003868471831083298,0.0018233861774206161
0.04499566493515381,30.133092006338824,30.49535995646728,0.0049,0.03603101259025209,5.082045895221654e-14,0.2639882209630244,0.0074,0.00039143720641732216,0.0014313911087810993
0.05770822491173838,33.03785012169377,32.2004231548143,0.0051,0.03354973453195478,5.82080679952431e-14,0.30848794671442303,0.0073,0.0003997362218797207,0.0013439101167023182
0.07413197456260134,35.601082693024594,34.68988929831593,0.0049,0.025788889544897563,5.902223154663488e-14,0.4504562328421488,0.0073,0.00037775933742523193,0.0013569570146501064
0.06910084332147964,52.01643200177452,49.09765035627485,0.0049,0.033148187902615436,3.930189507173054e-14,0.5850774334962138,0.0112,0.00039451243355870247,0.0020599388517439365
0.04764032972117591,22.036682129374782,22.56092355048715,0.0049,0.03137294290805616,4.164261528198191e-14,0.12182943714615722,0.0073,0.000393895898014307,0.0014083031564950943
0.07194377394945507,50.4395109218028,46.77870763646211,0.0049,0.04149627121369064,3.1789385938433647e-14,0.8741069118401591,0.0072,0.0003906288184225559,0.0013462621718645096
0.07654993318780988,10.188838349976407,9.909253867564196,0.0049,0.03611645321663419,6.702971511174383e-14,0.3242438824513095,0.0083,0.0003936481662094593,0.0015208609402179718
0.042895175266062596,22.557930166461194,23.359085399096035,0.0049,0.02867871312706166,5.923502429302137e-14,0.5908353763743005,0.0071,0.0003883340395987034,0.0013450183905661106
