,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0027175470236322553,0.0027175470236322553,0.0014030084622986452,4.050012507900952e-12,0.00280601692054734,0.0033919192107519,0.0,0.29999999999999993,0.0,0.6999999999999998
std,0.001726945967335942,0.001726945967335942,0.0015853354050199614,1.5831246157910197e-14,0.0031706708100360218,0.003533246120340619,0.0,5.695323946259567e-17,0.0,1.1390647892519134e-16
min,0.0007587807982895,0.0007587807982895,0.0003848720417957,4.014234381407736e-12,0.0007697440795363,0.0009964054766764,0.0,0.3,0.0,0.7
max,0.0090371030852137,0.0090371030852137,0.0078426487936691,4.0723912337574985e-12,0.0156852975832659,0.0176746275695307,0.0,0.3,0.0,0.7
