,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0024771718178190666,0.0024771718178190666,0.0009107864783195668,4.047379164622066e-12,0.0018215729525918334,0.0023549293566136336,0.0,0.20000000000000004,0.0,0.8000000000000002
std,0.0005165197034916257,0.0005165197034916257,0.00012244981880832884,2.143619996465607e-14,0.0002448996376364652,0.0005159499434320004,0.0,3.3993498887762956e-17,0.0,1.3597399555105182e-16
min,0.0019271053429986,0.0019271053429986,0.0007951570826727,4.022650268442618e-12,0.0015903141612848,0.0018603463130425,0.0,0.2,0.0,0.8
max,0.0029518616580603,0.0029518616580603,0.0010390734421272,4.060677389577145e-12,0.0020781468802318,0.002889875278481,0.0,0.2,0.0,0.8
