,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0015218972507494,0.0015218972507494,0.0006209243876773667,4.045684752815436e-12,0.0012418487713091334,0.0017485813748202668,0.0,0.20000000000000004,0.0,0.8000000000000002
std,0.0007002699540975281,0.0007002699540975281,0.0002027146637340254,1.1633081649438956e-14,0.0004054293274628212,0.000748824801146936,0.0,3.3993498887762956e-17,0.0,1.3597399555105182e-16
min,0.0010874701702527,0.0010874701702527,0.0004020867609937,4.035837140671715e-12,0.0008041735179517,0.0009944509988189,0.0,0.2,0.0,0.8
max,0.0023297315173612,0.0023297315173612,0.0008022862670742,4.058520384843588e-12,0.0016045725301057,0.0024919853606663,0.0,0.2,0.0,0.8
