model_id,rmse_mean,rmse_std,violation_mean,violation_std,violation_g1_mean,violation_g2_mean,cb1_cb2_l2_mean,ca_weight,cb1_weight,cb2_weight,cc_weight
top_ca0p0_cb10p2_cb20p0_cc0p8,0.0018368565550062,0.000778642166788,0.0009563862581818,0.0004078189504385,4.042373727419779e-12,0.0019127725123214,0.0025252714500825,0.0,0.2,0.0,0.8000000000000002
top_ca0p1_cb10p1_cb20p0_cc0p8,0.0018656732481149,0.0007009775646549,0.0010322252283593,0.0005015909870033,4.043672143159783e-12,0.002064450452675,0.0027935976973362,0.1,0.1,0.0,0.8000000000000002
top_ca0p0_cb10p1_cb20p0_cc0p9,0.0020856548769171,0.0009642073730475,0.0012728721330978,0.0005634785928072,4.045184276832029e-12,0.0025457442621504,0.0034066444571754,0.0,0.1,0.0,0.8999999999999998
top_ca0p0_cb10p3_cb20p0_cc0p7,0.0027175470236322,0.0017269459673359,0.0014030084622986,0.0015853354050199,4.050012507900952e-12,0.0028060169205473,0.0033919192107519,0.0,0.2999999999999999,0.0,0.6999999999999998
top_ca0p2_cb10p5_cb20p0_cc0p3,0.0025993790254916,0.0010125264516827,0.0023100641381187,0.0012892987898827,4.0463674573696994e-12,0.0046201282721911,0.0056496256500878,0.2,0.5,0.0,0.2999999999999999
top_ca0p2_cb10p4_cb20p1_cc0p3,0.0026487365336164,0.0012598335541555,0.0029766128176959,0.001900165509657,0.003097228691989,0.0028559969434029,0.0043310718097613,0.2,0.4000000000000001,0.1,0.2999999999999999
