,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.12071105963118833,0.12071105963118833,0.0002998883977618,1.981563392208653e-12,0.0005997767935420666,0.0009395279003593,0.0,0.20000000000000004,0.0,0.8000000000000002
std,0.02854385195187768,0.02854385195187768,0.00016351134860055307,5.135231429717241e-13,0.00032702269730043517,0.00034380068239974853,0.0,3.3993498887762956e-17,0.0,1.3597399555105182e-16
min,0.0877574465834575,0.0877574465834575,0.0001547554461166,1.6727482494387809e-12,0.0003095108905356,0.0005545137395692,0.0,0.2,0.0,0.8
max,0.1377319475607547,0.1377319475607547,0.0004770411101609,2.5743554113840818e-12,0.0009540822186491,0.0012158322433102,0.0,0.2,0.0,0.8
