,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.001865673248114995,0.001865673248114995,0.001032225228359325,4.043672143159783e-12,0.002064450452675005,0.0027935976973362956,0.10000000000000002,0.10000000000000002,0.0,0.8000000000000002
std,0.0007009775646549676,0.0007009775646549676,0.0005015909870033967,1.427781919700583e-14,0.001003181974007575,0.0013608321867606891,1.4238309865648918e-17,1.4238309865648918e-17,0.0,1.1390647892519134e-16
min,0.0009067192747877,0.0009067192747877,0.0004775058812817,4.014039101107869e-12,0.0009550117585038,0.0010875104049657,0.1,0.1,0.0,0.8
max,0.0033740860262527,0.0033740860262527,0.0024849853909011,4.0687641747868694e-12,0.0049699707777579,0.0061339231899694,0.1,0.1,0.0,0.8
