,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.004195215856384534,0.004195215856384534,0.0079672518386507,0.012508955402604667,0.0034255482746967333,0.0077948302417621,0.0,0.5,0.4000000000000001,0.10000000000000002
std,0.0005224905080171001,0.0005224905080171001,0.004654356420834357,0.007416513067334161,0.001896780476758673,0.0043186124137048545,0.0,0.0,6.798699777552591e-17,1.6996749443881478e-17
min,0.0038030002764328,0.0038030002764328,0.0030673347098445,0.0046463520771633,0.0014883173425257,0.0033006905850292,0.0,0.5,0.4,0.1
max,0.0047883394333265,0.0047883394333265,0.0123293146863725,0.0193795202022369,0.0052791091705081,0.0119133820334777,0.0,0.5,0.4,0.1
