,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0020856548769171202,0.0020856548769171202,0.0012728721330978001,4.0451842768320285e-12,0.002545744262150435,0.0034066444571754506,0.0,0.10000000000000002,0.0,0.8999999999999998
std,0.0009642073730475832,0.0009642073730475832,0.0005634785928072872,1.4470811996561017e-14,0.0011269571856144544,0.0015834232799260776,0.0,1.4238309865648918e-17,0.0,2.278129578503827e-16
min,0.0006979313651043,0.0006979313651043,0.0005024327521819,4.016675880791354e-12,0.0010048655003254,0.0012886131980269,0.0,0.1,0.0,0.9
max,0.0043527606942472,0.0043527606942472,0.0026842206733579,4.0729413889170216e-12,0.0053684413426641,0.0078287079005866,0.0,0.1,0.0,0.9
