,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.005408533455654933,0.005408533455654933,0.04539061922007543,3.992214958086004e-12,0.09078123843615875,0.09883474987412928,0.9,0.10000000000000002,0.0,0.0
std,0.001574814578390265,0.001574814578390265,0.020291287645885996,5.4902846447169e-14,0.04058257529182361,0.042186097375799314,0.0,1.6996749443881478e-17,0.0,0.0
min,0.0037774815587781,0.0037774815587781,0.0251735801693385,3.929702793329223e-12,0.0503471603346444,0.056850158705224,0.9,0.1,0.0,-0.0
max,0.0069203303560807,0.0069203303560807,0.0657553492222145,4.032608572465282e-12,0.1315106984404994,0.1412195065158173,0.9,0.1,0.0,-0.0
