,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0056812783223226,0.0056812783223226,0.012119011123708367,0.016669688670931233,0.007568333576485467,0.013215096404325966,0.4000000000000001,0.4000000000000001,0.20000000000000004,0.0
std,0.0013552362871734204,0.0013552362871734204,0.007056063956639736,0.009786836191479293,0.004325402960061347,0.007383075067870144,6.798699777552591e-17,6.798699777552591e-17,3.3993498887762956e-17,0.0
min,0.0047740025665238,0.0047740025665238,0.0070193912516904,0.0095732218754017,0.0044655606279791,0.0076339325897382,0.4,0.4,0.2,-0.0
max,0.0072391369305456,0.0072391369305456,0.0201718608043385,0.027834501478366,0.0125092201303109,0.0215866957201089,0.4,0.4,0.2,-0.0
