,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.010141343527741334,0.010141343527741334,0.0006713906113189,4.158988629678261e-12,0.0013427812184788666,0.0019059485052644667,0.0,0.20000000000000004,0.0,0.8000000000000002
std,0.006646184957519824,0.006646184957519824,0.00028227844167414773,6.777769417364515e-14,0.0005645568833253756,0.0007901029957837459,0.0,3.3993498887762956e-17,0.0,1.3597399555105182e-16
min,0.0060084125023672,0.0060084125023672,0.0003470501182137,4.114672888125678e-12,0.0006941002323021,0.0009939924882397,0.0,0.2,0.0,0.8
max,0.0178078925526796,0.0178078925526796,0.0008615528573212,4.237011535274909e-12,0.0017231057105278,0.002384618168756,0.0,0.2,0.0,0.8
