,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.03558747312043823,0.03558747312043823,0.0004408179151323667,4.2158059450810486e-12,0.0008816358260489333,0.0011134686119387,0.0,0.20000000000000004,0.0,0.8000000000000002
std,0.021488537663567817,0.021488537663567817,2.094412920303319e-05,2.1608950255025186e-13,4.188825841895923e-05,0.00010157539712623267,0.0,3.3993498887762956e-17,0.0,1.3597399555105182e-16
min,0.0117980144080686,0.0117980144080686,0.0004226276485617,4.0628006911117396e-12,0.0008452552930606,0.0009970779122345,0.0,0.2,0.0,0.8
max,0.0535898609107464,0.0535898609107464,0.0004637149395794,4.463003379560705e-12,0.0009274298750373,0.0011842124703925,0.0,0.2,0.0,0.8
