,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0022747616793695404,0.0022747616793695404,0.00148841319937321,4.038118946368486e-12,0.0029768263947083395,0.00412050536484535,0.0,0.1,0.0,0.9
std,0.0009311262603277997,0.0009311262603277997,0.0007850934708458767,1.7775970517801925e-14,0.0015701869416914985,0.0019058800428241865,0.0,0.0,0.0,0.0
min,0.0012348353006041,0.0012348353006041,0.0007754806857849,4.016226835228715e-12,0.0015509613675455,0.0021421353571261,0.0,0.1,0.0,0.9
max,0.0038206459762645,0.0038206459762645,0.002917707227163,4.064025901521059e-12,0.0058354144502642,0.0071045411007036,0.0,0.1,0.0,0.9
