,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0016310566462497667,0.0016310566462497667,0.0054728133675031,0.010945626735006167,1.4786452485707068e-16,0.0029887360141866003,0.5,0.0,0.10000000000000002,0.4000000000000001
std,0.0006398329370774878,0.0006398329370774878,0.002911083486550187,0.005822166973100392,1.3135114167173806e-17,0.0015648470283642225,0.0,0.0,1.6996749443881478e-17,6.798699777552591e-17
min,0.0010362652961379,0.0010362652961379,0.0032345072208386,0.0064690144416772,1.3729097224159299e-16,0.0018120501388246,0.5,0.0,0.1,0.4
max,0.0023079962907523,0.0023079962907523,0.0087638081157781,0.0175276162315562,1.6256837146296934e-16,0.0047646411545429,0.5,0.0,0.1,0.4
