,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0037610330784498334,0.0037610330784498334,0.0067690824506548,4.042881109254739e-12,0.013538164897266766,0.0161573336924203,0.6,0.3,0.0,0.10000000000000002
std,0.001013928339807481,0.001013928339807481,0.00175563914541669,1.4009954756813566e-14,0.0035112782908193895,0.003793606498535438,0.0,0.0,0.0,1.6996749443881478e-17
min,0.002627657925917,0.002627657925917,0.004871869931563,4.027718634804144e-12,0.0097437398590983,0.0121504407155227,0.6,0.3,0.0,0.1
max,0.004581976925004,0.004581976925004,0.0083363221250519,4.055346336517829e-12,0.0166726442460485,0.0196937696686011,0.6,0.3,0.0,0.1
