,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.004210998655225533,0.004210998655225533,0.0115187179004677,0.012091222560967334,0.010946213239968099,0.0163340185991902,0.5,0.4000000000000001,0.10000000000000002,0.0
std,0.001400420648575729,0.001400420648575729,0.004975369867502928,0.005088452028698986,0.004865739079361526,0.00640756335310177,0.0,6.798699777552591e-17,1.6996749443881478e-17,0.0
min,0.0026922808604504,0.0026922808604504,0.0060190283855791,0.0064246566333305,0.0056134001378277,0.0091689774529078,0.5,0.4,0.1,-0.0
max,0.0054512943341471,0.0054512943341471,0.0157070920279022,0.0162698184955029,0.0151443655603015,0.0215145088695012,0.5,0.4,0.1,-0.0
