,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.00260631607431252,0.00260631607431252,0.00230878679472692,4.0468558068099526e-12,0.00461757358540703,0.005518913954011789,0.2,0.5,0.0,0.29999999999999993
std,0.0009656697040539345,0.0009656697040539345,0.0013606655053697337,1.6660744852070512e-14,0.002721331010733966,0.00292465279838849,0.0,0.0,0.0,5.851389114294502e-17
min,0.0014718892099666,0.0014718892099666,0.0012182571820579,4.015191948766475e-12,0.0024365143600646,0.003021041703272,0.2,0.5,0.0,0.3
max,0.0044673567114916,0.0044673567114916,0.0051056650900388,4.071482238656087e-12,0.0102113301760309,0.0114630596870926,0.2,0.5,0.0,0.3
