model_id,rmse_mean,rmse_std,violation_mean,violation_std,cb1_cb2_l2_mean,ca_weight,cb1_weight,cb2_weight,cc_weight
grid_ca0p3_cb10p2_cb20p0_cc0p5,0.0032706843769173,0.0015210450112022,0.0017786476754792,0.0011047474166797,0.0046535231939085,0.3,0.2,0.0,0.5
grid_ca0p2_cb10p3_cb20p0_cc0p5,0.002353178795724,0.0009909610652742,0.0018291879720254,0.0007785810122822,0.0046901502483113,0.2,0.3,0.0,0.5
grid_ca0p2_cb10p1_cb20p2_cc0p5,0.0016338231988193,0.0003853068975444,0.0019187816133049,0.0006940670364551,0.001560435000887,0.2,0.1,0.2,0.5
grid_ca0p0_cb10p5_cb20p2_cc0p3,0.0021665415480394,0.0012647754651337,0.0019631427734495,0.0006856580619254,0.0023962440585714,0.0,0.5,0.2,0.3
grid_ca0p1_cb10p3_cb20p2_cc0p4,0.0021067303264803,0.0002714664170938,0.0019946993744076,0.0009293554550017,0.0021608619674267,0.1,0.3,0.2,0.4000000000000001
grid_ca0p1_cb10p5_cb20p2_cc0p2,0.0017787413352349,0.0013354092381546,0.0020284285084351,0.0012780899743146,0.0029238600361782,0.1,0.5,0.2,0.2
grid_ca0p2_cb10p4_cb20p0_cc0p4,0.0033230616253904,0.0015830386290075,0.002068254604273,0.0008740215076147,0.0051712217041773,0.2,0.4000000000000001,0.0,0.4000000000000001
grid_ca0p3_cb10p1_cb20p0_cc0p6,0.0034074758564624,0.0021038839186378,0.0021010745980963,0.0013537660756521,0.0051849111856529,0.3,0.1,0.0,0.6
grid_ca0p0_cb10p8_cb20p0_cc0p2,0.0021986111484801,0.000806526858089,0.0021773840046903,0.0010396745208321,0.0052194084524726,0.0,0.8000000000000002,0.0,0.2
grid_ca0p2_cb10p3_cb20p1_cc0p4,0.0021907022386732,0.0013399814860992,0.0021794906477771,0.0014152464044142,0.0028998122702813,0.2,0.3,0.1,0.4000000000000001
grid_ca0p0_cb10p4_cb20p2_cc0p4,0.0020990650434155,0.0008373256391869,0.0022431436394265,0.0011248908133023,0.0025891521046876,0.0,0.4000000000000001,0.2,0.4000000000000001
grid_ca0p0_cb10p5_cb20p1_cc0p4,0.0026272808979486,0.0003886798421369,0.0022473702967575,0.0007386291726574,0.0041353824916026,0.0,0.5,0.1,0.4000000000000001
grid_ca0p4_cb10p3_cb20p0_cc0p3,0.0023792522545559,0.0009610387398501,0.0022870507731536,0.0008037306530861,0.0055118480811075,0.4000000000000001,0.3,0.0,0.3
grid_ca0p2_cb10p5_cb20p1_cc0p2,0.0021053640654093,0.0008517975192436,0.0022878720904283,0.0016134520163367,0.0038115793646321,0.2,0.5,0.1,0.2
grid_ca0p1_cb10p7_cb20p0_cc0p2,0.0023315562157384,0.0001823207514642,0.0023227194462969,0.0009763094384466,0.0062889350343105,0.1,0.6999999999999998,0.0,0.2
grid_ca0p1_cb10p3_cb20p1_cc0p5,0.0022159888889697,0.0010213100071171,0.0023340843586949,0.0011701016740227,0.0029555516615473,0.1,0.3,0.1,0.5
grid_ca0p0_cb10p1_cb20p1_cc0p8,0.0020163846331878,0.00071010952628,0.0023800794186481,0.0012722449553792,0.0021424848608792,0.0,0.1,0.1,0.8000000000000002
grid_ca0p2_cb10p3_cb20p3_cc0p2,0.0015232236184765,0.0002583360029128,0.0023813539952936,0.0003817010684652,0.0021681698842508,0.2,0.3,0.3,0.2
grid_ca0p2_cb10p1_cb20p0_cc0p7,0.004133819589186,0.0027509759295585,0.002543405935294,0.0014098380506841,0.0062500972103986,0.2,0.1,0.0,0.6999999999999998
grid_ca0p0_cb10p6_cb20p2_cc0p2,0.0020775818901555,0.0008063805675642,0.0025695178034165,0.0014753416298083,0.0035060970242004,0.0,0.6,0.2,0.2
grid_ca0p1_cb10p6_cb20p0_cc0p3,0.0033922561640013,0.0012445239611619,0.0025819936741115,0.0011097175411741,0.0060226286109731,0.1,0.6,0.0,0.3
grid_ca0p2_cb10p6_cb20p1_cc0p1,0.0020497130422386,0.0010643764760205,0.002669238297203,0.0013672680929547,0.0043080527775696,0.2,0.6,0.1,0.1
grid_ca0p0_cb10p6_cb20p0_cc0p4,0.0035783111765184,0.0016761605843294,0.002717244740168,0.0010646089373369,0.0063557873678369,0.0,0.6,0.0,0.4000000000000001
grid_ca0p0_cb10p3_cb20p1_cc0p6,0.0021683176835221,0.0011706740355215,0.0028026561696442,0.0020731494218751,0.0036702690114738,0.0,0.3,0.1,0.6
grid_ca0p0_cb10p6_cb20p1_cc0p3,0.002571436253179,0.000666376182292,0.002849062367672,0.0011120893794779,0.0045986456789159,0.0,0.6,0.1,0.3
grid_ca0p5_cb10p1_cb20p0_cc0p4,0.0040774636545214,0.0009979414041668,0.0029357865738704,0.0022941180059598,0.0072625410943237,0.5,0.1,0.0,0.4000000000000001
grid_ca0p2_cb10p3_cb20p2_cc0p3,0.0022522520024245,0.0005357915907451,0.002956750323394,0.0003646937051258,0.0030658826939909,0.2,0.3,0.2,0.3
grid_ca0p1_cb10p5_cb20p4_cc0p0,0.0025766292960089,0.0014541241276142,0.0029776549312123,0.0021060517060514,0.0031006186699965,0.1,0.5,0.4000000000000001,0.0
grid_ca0p2_cb10p2_cb20p1_cc0p5,0.0022478230369476,0.0012027429075352,0.0030025450157205,0.0019901710759747,0.0034779301575291,0.2,0.2,0.1,0.5
grid_ca0p4_cb10p2_cb20p0_cc0p4,0.0035628797224956,0.0014654306277764,0.0030426507388463,0.0014889111351427,0.007181580621842,0.4000000000000001,0.2,0.0,0.4000000000000001
grid_ca0p1_cb10p4_cb20p2_cc0p3,0.0021102978144611,0.000861093233012,0.0030441272781897,0.0017116269844688,0.0037571037577585,0.1,0.4000000000000001,0.2,0.3
grid_ca0p4_cb10p2_cb20p2_cc0p2,0.0022115238838496,0.0005939107747251,0.0031052781441625,0.0007075653689384,0.0028498051413845,0.4000000000000001,0.2,0.2,0.2
grid_ca0p3_cb10p4_cb20p0_cc0p3,0.0030833403511808,0.0008221073062474,0.0031205937138088,0.0010530100356569,0.0073406074704091,0.3,0.4000000000000001,0.0,0.3
grid_ca0p0_cb10p2_cb20p5_cc0p3,0.0019662042183502,0.0001128521067192,0.0031336361828513,0.0002053394752362,0.0022259805033877,0.0,0.2,0.5,0.3
grid_ca0p0_cb10p3_cb20p2_cc0p5,0.0023854141855235,0.0002505622830149,0.0031529131462979,0.0007874968002628,0.0034665948075635,0.0,0.3,0.2,0.5
grid_ca0p3_cb10p1_cb20p1_cc0p5,0.0025325086973316,0.0014231391858905,0.003177094577886,0.0025850570302418,0.002991470944475,0.3,0.1,0.1,0.5
grid_ca0p2_cb10p4_cb20p4_cc0p0,0.0025331818864651,0.0009824565589248,0.0032457481712442,0.0006851617275854,0.0027947096510175,0.2,0.4000000000000001,0.4000000000000001,0.0
grid_ca0p0_cb10p5_cb20p3_cc0p2,0.0025556295827248,0.0019546994986245,0.0032657621333009,0.0024045946981552,0.0034339347014364,0.0,0.5,0.3,0.2
grid_ca0p3_cb10p2_cb20p1_cc0p4,0.0032782949769211,0.0011306213820401,0.0033431320084959,0.0005687548499012,0.0038575461674757,0.3,0.2,0.1,0.4000000000000001
grid_ca0p6_cb10p1_cb20p1_cc0p2,0.0020572661848323,0.0004462626765599,0.0033581466186371,0.0006436489112839,0.002752022204675,0.6,0.1,0.1,0.2
grid_ca0p0_cb10p4_cb20p3_cc0p3,0.002146915403671,0.0004798230466626,0.003361945698837,0.0014667476468416,0.0036849725703083,0.0,0.4000000000000001,0.3,0.3
grid_ca0p1_cb10p5_cb20p1_cc0p3,0.0031226453380388,0.0004448146265273,0.0033695657066378,0.0010872973864646,0.0057673128864572,0.1,0.5,0.1,0.3
grid_ca0p1_cb10p1_cb20p1_cc0p7,0.0025459993069322,0.0007769407638472,0.0033799106260585,0.0021180735470933,0.0035963249721963,0.1,0.1,0.1,0.6999999999999998
grid_ca0p2_cb10p1_cb20p7_cc0p0,0.003631038576488,0.0014996295885374,0.0034366611008997,0.0005800712714361,0.0023028234864262,0.2,0.1,0.6999999999999998,0.0
grid_ca0p3_cb10p5_cb20p0_cc0p2,0.002943933640487,0.0008029216703802,0.0034467109504912,0.0004522542186406,0.0083054896558821,0.3,0.5,0.0,0.2
grid_ca0p2_cb10p4_cb20p2_cc0p2,0.0022105738838703,0.0002348656262252,0.0034480486898235,0.0008482848124377,0.0040185208279966,0.2,0.4000000000000001,0.2,0.2
grid_ca0p2_cb10p2_cb20p3_cc0p3,0.0019312597061872,0.0006900567672096,0.0034672850563942,0.0018740929376071,0.0027208163709437,0.2,0.2,0.3,0.3
grid_ca0p1_cb10p6_cb20p1_cc0p2,0.002467723828052,0.0007272701792199,0.0034735793584054,0.0008143817885315,0.0059191136956577,0.1,0.6,0.1,0.2
grid_ca0p0_cb10p7_cb20p1_cc0p2,0.0032858784579942,0.0006722185769325,0.0034950154029866,0.0002882172173845,0.005778901595529,0.0,0.6999999999999998,0.1,0.2
grid_ca0p2_cb10p1_cb20p1_cc0p6,0.0021911382607579,0.0008275534898821,0.0035815813060641,0.0023278835667723,0.003305298507456,0.2,0.1,0.1,0.6
grid_ca0p1_cb10p0_cb20p1_cc0p8,0.0015684255527583,0.0006121376146702,0.0035844936070031,0.0013408986393768,0.0027571770729512,0.1,0.0,0.1,0.8000000000000002
grid_ca0p2_cb10p5_cb20p2_cc0p1,0.0025359934195855,0.0010122811005703,0.003622828360353,0.0021870166211285,0.0044552303494085,0.2,0.5,0.2,0.1
grid_ca0p4_cb10p3_cb20p1_cc0p2,0.0025925231578385,0.0009404249214435,0.0036426923875254,0.002005812942303,0.0047193261696469,0.4000000000000001,0.3,0.1,0.2
grid_ca0p3_cb10p2_cb20p2_cc0p3,0.0021297984002824,0.0014006572205059,0.003651211936118,0.0032491952214639,0.0032137573264417,0.3,0.2,0.2,0.3
grid_ca0p1_cb10p6_cb20p2_cc0p1,0.002496680322778,0.0008337230175871,0.0037202493420159,0.0024307452298565,0.0047464377165549,0.1,0.6,0.2,0.1
grid_ca0p1_cb10p2_cb20p4_cc0p3,0.0018725445239471,0.0006184982230259,0.003773711641362,0.0023666509016903,0.0031602905214892,0.1,0.2,0.4000000000000001,0.3
grid_ca0p0_cb10p4_cb20p1_cc0p5,0.0039443192354309,0.0005161635463011,0.0037831915195155,0.0012728990442733,0.0053457039198797,0.0,0.4000000000000001,0.1,0.5
grid_ca0p4_cb10p0_cb20p1_cc0p5,0.0011213672830552,0.0002349517227951,0.0037989202019943,0.0009309364867885,0.0025145385784448,0.4000000000000001,0.0,0.1,0.5
grid_ca0p1_cb10p4_cb20p3_cc0p2,0.0027970808588166,0.0013241609439692,0.0038755604453008,0.0030116855837612,0.004025167328973,0.1,0.4000000000000001,0.3,0.2
grid_ca0p0_cb10p5_cb20p5_cc0p0,0.002849487763996,0.0009148086171135,0.0039013746453446,0.002150873028089,0.0036113942155461,0.0,0.5,0.5,0.0
grid_ca0p5_cb10p1_cb20p4_cc0p0,0.0018659594391531,0.0002281702155375,0.0039052442421033,0.0005922212436638,0.0026418827753015,0.5,0.1,0.4000000000000001,0.0
grid_ca0p2_cb10p2_cb20p4_cc0p2,0.002226144109552,8.481407228212952e-05,0.0039078053067394,0.0006257420296093,0.0031836845895563,0.2,0.2,0.4000000000000001,0.2
grid_ca0p0_cb10p7_cb20p0_cc0p3,0.0037144464822178,0.0010879778207555,0.0039116718223413,0.0018774353272985,0.0093308440080837,0.0,0.6999999999999998,0.0,0.3
grid_ca0p2_cb10p2_cb20p2_cc0p4,0.0021148926469323,0.0004308910246971,0.003933362000233,0.0013578562818979,0.0036670566157359,0.2,0.2,0.2,0.4000000000000001
grid_ca0p1_cb10p3_cb20p4_cc0p2,0.002658687948536,0.0011345642626685,0.0039452568376646,0.0019362869292848,0.0032211850152713,0.1,0.3,0.4000000000000001,0.2
grid_ca0p1_cb10p1_cb20p2_cc0p6,0.0020066837342032,9.278341335309812e-05,0.0040167995285691,0.0008186072155743,0.0029693529126556,0.1,0.1,0.2,0.6
grid_ca0p1_cb10p4_cb20p1_cc0p4,0.0030932183192982,0.0013079456972131,0.0040195391309976,0.0029647199093483,0.0059809884709894,0.1,0.4000000000000001,0.1,0.4000000000000001
grid_ca0p3_cb10p5_cb20p2_cc-0p0,0.0028123064306,0.0003635467141383,0.0040871251339336,0.0019337673891858,0.0052923232486501,0.3,0.5,0.2,0.0
grid_ca0p2_cb10p6_cb20p2_cc0p0,0.0025581881468008,0.0005660840727735,0.0040952811985284,0.0014212731231577,0.0052442029011227,0.2,0.6,0.2,0.0
grid_ca0p4_cb10p1_cb20p1_cc0p4,0.0021689765153628,0.0009793271810895,0.0041090796155217,0.00247192878373,0.0038513176619447,0.4000000000000001,0.1,0.1,0.4000000000000001
grid_ca0p2_cb10p7_cb20p1_cc0p0,0.0024189523437824,0.0013340118726588,0.0041310131739091,0.0036537988823182,0.0072739045869367,0.2,0.6999999999999998,0.1,0.0
grid_ca0p0_cb10p0_cb20p1_cc0p9,0.0012703358620558,0.0004380500426668,0.0042289301446532,0.0018283485853479,0.0048054303143255,0.0,0.0,0.1,0.9
grid_ca0p5_cb10p3_cb20p0_cc0p2,0.0033023535921263,0.0007196672537486,0.0042367424587787,0.0021259054051109,0.0107594833016604,0.5,0.3,0.0,0.2
grid_ca0p5_cb10p2_cb20p0_cc0p3,0.0033993304893539,0.0030863758614213,0.0042450860911426,0.005018892559682,0.0097922510966999,0.5,0.2,0.0,0.3
grid_ca0p4_cb10p2_cb20p1_cc0p3,0.0026762284537059,0.0012619846959406,0.0043140897061022,0.0027557377885033,0.005278901555341,0.4000000000000001,0.2,0.1,0.3
grid_ca0p0_cb10p1_cb20p4_cc0p5,0.0018387721969524,0.0006583394039243,0.0043390453555628,0.0013603132090726,0.002800654841467,0.0,0.1,0.4000000000000001,0.5
grid_ca0p3_cb10p5_cb20p1_cc0p1,0.0025936261727082,0.0009149183917275,0.004341072899765,0.0019440747482849,0.0065354577246943,0.3,0.5,0.1,0.1
grid_ca0p2_cb10p0_cb20p2_cc0p6,0.0019986260880183,0.0011173126370748,0.0043999838912811,0.0026296101466207,0.0029027957083097,0.2,0.0,0.2,0.6
grid_ca0p1_cb10p0_cb20p3_cc0p6,0.0020846204002547,0.0011118657346327,0.0044215376070254,0.0036262321274321,0.0028560063258056,0.1,0.0,0.3,0.6
grid_ca0p3_cb10p1_cb20p5_cc0p1,0.0015530383507939,0.0002372045712064,0.0044549194050636,0.000639942972975,0.0028197705190148,0.3,0.1,0.5,0.1
grid_ca0p2_cb10p1_cb20p4_cc0p3,0.0017955279489263,0.0003823365620506,0.0044754324319636,0.0008479422978893,0.0029467735692077,0.2,0.1,0.4000000000000001,0.3
grid_ca0p5_cb10p1_cb20p2_cc0p2,0.0026658683127467,0.0014680485622366,0.0044981145585077,0.0013613332163711,0.0034495654342665,0.5,0.1,0.2,0.2
grid_ca0p2_cb10p0_cb20p1_cc0p7,0.0023022043662906,0.0001368711600088,0.0045175004553574,0.001527725472372,0.0035310449474436,0.2,0.0,0.1,0.6999999999999998
grid_ca0p1_cb10p0_cb20p8_cc0p1,0.0015852531876255,0.0003917642873684,0.0045435802800221,0.0015805250355611,0.0029765769303065,0.1,0.0,0.8000000000000002,0.1
grid_ca0p0_cb10p1_cb20p2_cc0p7,0.002916899095875,0.000945007737849,0.0045465049782488,0.0011364464770253,0.0035240881718606,0.0,0.1,0.2,0.6999999999999998
grid_ca0p5_cb10p2_cb20p1_cc0p2,0.0030856284482037,0.001115047605226,0.0045554210624154,0.0024993140585053,0.004969414488603,0.5,0.2,0.1,0.2
grid_ca0p1_cb10p2_cb20p2_cc0p5,0.0031940426379574,0.0009497945735969,0.004556160538496,0.0005181500497824,0.0042835070443027,0.1,0.2,0.2,0.5
grid_ca0p0_cb10p7_cb20p3_cc0p0,0.0029219042291687,0.0012423520349297,0.0046080057070605,0.002754263278406,0.0059977943802655,0.0,0.6999999999999998,0.3,0.0
grid_ca0p4_cb10p4_cb20p0_cc0p2,0.0031817091332415,0.0021060150269719,0.004608445485234,0.0031290922161797,0.0111334613072969,0.4000000000000001,0.4000000000000001,0.0,0.2
grid_ca0p2_cb10p5_cb20p3_cc0p0,0.0028450316432938,0.0012069012129597,0.004654685389209,0.0028623339059414,0.0049192987212225,0.2,0.5,0.3,0.0
grid_ca0p0_cb10p8_cb20p1_cc0p1,0.0031880293757176,0.0009030167473735,0.0046758111978577,0.0015456282553727,0.0077819295387297,0.0,0.8000000000000002,0.1,0.1
grid_ca0p3_cb10p3_cb20p0_cc0p4,0.0044770388079957,0.0035552020446482,0.0047023775000456,0.005107749688303,0.0116293692184464,0.3,0.3,0.0,0.4000000000000001
grid_ca0p6_cb10p1_cb20p0_cc0p3,0.0037720685369371,0.001933068005185,0.0047406406421965,0.0026147530721852,0.0112099897150085,0.6,0.1,0.0,0.3
grid_ca0p0_cb10p0_cb20p2_cc0p8,0.0014771347993971,0.0001892085569992,0.0047731205229788,0.0012017713822729,0.0048438121523052,0.0,0.0,0.2,0.8000000000000002
grid_ca0p0_cb10p3_cb20p3_cc0p4,0.0025175134737219,0.0011151109470753,0.0048019744203941,0.002673474539387,0.0044148637939575,0.0,0.3,0.3,0.4000000000000001
grid_ca0p1_cb10p6_cb20p3_cc0p0,0.003505042970457,0.0012090722549096,0.0048538633896704,0.0003438533134445,0.0053792062121389,0.1,0.6,0.3,0.0
grid_ca0p2_cb10p6_cb20p0_cc0p2,0.0038273769000143,0.0014481590818045,0.0048680463694661,0.0026618791133304,0.0117646170394347,0.2,0.6,0.0,0.2
grid_ca0p2_cb10p4_cb20p3_cc0p1,0.0028865561121064,0.0011006594822844,0.0048772148111839,0.0022081489554129,0.0047637088297315,0.2,0.4000000000000001,0.3,0.1
grid_ca0p4_cb10p5_cb20p1_cc-0p0,0.0025591242497813,0.0007705727099744,0.0049502361859456,0.0025050318472609,0.0081432901001193,0.4000000000000001,0.5,0.1,0.0
grid_ca0p7_cb10p1_cb20p0_cc0p2,0.0034094429214886,0.0010487111183751,0.0049512517014544,0.0015829462044583,0.0117463610793207,0.6999999999999998,0.1,0.0,0.2
grid_ca0p5_cb10p4_cb20p0_cc0p1,0.0026870787067674,0.0009783726707009,0.0049680194270674,0.0025074580063406,0.0121719485598896,0.5,0.4000000000000001,0.0,0.1
grid_ca0p0_cb10p6_cb20p3_cc0p1,0.0033237494686807,0.0010733676830667,0.0050042376911141,0.0015451069151663,0.0059950134405285,0.0,0.6,0.3,0.1
grid_ca0p3_cb10p0_cb20p1_cc0p6,0.0028493243089956,0.0010007151536734,0.0050193296815432,0.0018508753049406,0.0042524147775031,0.3,0.0,0.1,0.6
grid_ca0p1_cb10p2_cb20p3_cc0p4,0.0024939344722113,0.0009040392310774,0.0050915957387191,0.0021914717972439,0.0040525881469327,0.1,0.2,0.3,0.4000000000000001
grid_ca0p0_cb10p4_cb20p5_cc0p1,0.0030314027529267,0.002127687526683,0.0051315281851387,0.0027050858596134,0.0042643408035506,0.0,0.4000000000000001,0.5,0.1
grid_ca0p2_cb10p7_cb20p0_cc0p1,0.0027023584168982,0.0012020259420635,0.0051626493283206,0.0026101670425599,0.0122832196753092,0.2,0.6999999999999998,0.0,0.1
grid_ca0p2_cb10p1_cb20p3_cc0p4,0.0023774945084412,0.0009141261928609,0.0051698553230186,0.0025501478557602,0.0037414931406442,0.2,0.1,0.3,0.4000000000000001
grid_ca0p1_cb10p8_cb20p1_cc-0p0,0.0028191611677436,0.000666587880523,0.0051758000462494,0.0027021085695069,0.0091271628929077,0.1,0.8000000000000002,0.1,0.0
grid_ca0p4_cb10p5_cb20p0_cc0p1,0.0026435941188031,0.0015153643291356,0.0052399549824318,0.0038218249390719,0.0125516647384368,0.4000000000000001,0.5,0.0,0.1
grid_ca0p1_cb10p7_cb20p1_cc0p1,0.0032517795345952,0.0016281956416726,0.0052485888157662,0.0030464174945065,0.0086597239278177,0.1,0.6999999999999998,0.1,0.1
grid_ca0p2_cb10p3_cb20p5_cc0p0,0.0022982361445327,0.0008977745298337,0.0052601072066145,0.0025096353562294,0.0039960184266366,0.2,0.3,0.5,0.0
grid_ca0p0_cb10p2_cb20p3_cc0p5,0.0028411452577272,0.001084366780728,0.0052741723960667,0.0019999397570067,0.0039934451729405,0.0,0.2,0.3,0.5
grid_ca0p3_cb10p3_cb20p3_cc0p1,0.0025906874058844,0.0018396858273762,0.0053542517319434,0.0047034650650407,0.004567648274611,0.3,0.3,0.3,0.1
grid_ca0p5_cb10p2_cb20p3_cc0p0,0.001949560353843,0.0001819022232295,0.0053839900630433,0.0006688039387764,0.004180365730344,0.5,0.2,0.3,0.0
grid_ca0p0_cb10p2_cb20p4_cc0p4,0.0023282671979749,0.0021225607090182,0.0053948159386877,0.0067398828835234,0.0038138498039022,0.0,0.2,0.4000000000000001,0.4000000000000001
grid_ca0p6_cb10p2_cb20p0_cc0p2,0.0037672536580892,0.0005987971442917,0.0054196294608589,0.0019882500093264,0.01301880741589,0.6,0.2,0.0,0.2
grid_ca0p0_cb10p9_cb20p0_cc0p1,0.0028931591462217,0.0011840294997909,0.0054367079459555,0.0039401263661939,0.013003618826041,0.0,0.9,0.0,0.1
grid_ca0p1_cb10p8_cb20p0_cc0p1,0.0029078771516085,0.0010938457407608,0.0054428655231246,0.0028430647292276,0.0134121050855359,0.1,0.8000000000000002,0.0,0.1
grid_ca0p0_cb10p3_cb20p6_cc0p1,0.002201845244386,0.0009653853045298,0.0054498847428705,0.0030065097143797,0.0039093172729193,0.0,0.3,0.6,0.1
grid_ca0p5_cb10p0_cb20p1_cc0p4,0.0016310566462497,0.0006398329370774,0.0054728133675031,0.0029110834865501,0.0029887360141866,0.5,0.0,0.1,0.4000000000000001
grid_ca0p5_cb10p1_cb20p1_cc0p3,0.0032612906504982,0.0008334950463596,0.0054851563975371,0.0006854636008645,0.004787709412793,0.5,0.1,0.1,0.3
grid_ca0p4_cb10p0_cb20p5_cc0p1,0.0021826543516931,0.0002728943736542,0.0055380282570874,0.0031646689619193,0.00385585682176,0.4000000000000001,0.0,0.5,0.1
grid_ca0p1_cb10p7_cb20p2_cc0p0,0.003881019889235,0.0010838455655996,0.0056044076957548,0.0039312228399882,0.0076991743390105,0.1,0.6999999999999998,0.2,0.0
grid_ca0p3_cb10p2_cb20p5_cc-0p0,0.0025718283679262,0.0005419474581286,0.0056480417827991,0.0036986146562567,0.0041373362759108,0.3,0.2,0.5,0.0
grid_ca0p5_cb10p0_cb20p3_cc0p2,0.0020074923006658,0.0009027036745074,0.005674576417845,0.0022225662290374,0.0033539373967763,0.5,0.0,0.3,0.2
grid_ca0p3_cb10p4_cb20p1_cc0p2,0.0039300794820892,0.0006534011027133,0.0056808046042013,0.0007344030685395,0.0082254225281731,0.3,0.4000000000000001,0.1,0.2
grid_ca0p0_cb10p9_cb20p1_cc-0p0,0.003364930267126,0.0017967838894888,0.0056974394243665,0.0040532850848892,0.0102366487286474,0.0,0.9,0.1,0.0
grid_ca0p2_cb10p0_cb20p5_cc0p3,0.0022949178696314,0.0001107904588413,0.0057638928945597,0.0021144609125975,0.0030084126355052,0.2,0.0,0.5,0.3
grid_ca0p1_cb10p1_cb20p3_cc0p5,0.0023890163483109,0.0018073709075877,0.0058490670154072,0.0049314007121603,0.0039882019120334,0.1,0.1,0.3,0.5
grid_ca0p3_cb10p3_cb20p2_cc0p2,0.0030277754518978,0.0008032158351981,0.0058747471250498,0.0017271917103198,0.005898844329356,0.3,0.3,0.2,0.2
grid_ca0p1_cb10p3_cb20p3_cc0p3,0.0031421866400403,0.0012452383420936,0.005878592078005,0.0036415578509826,0.0050073528259053,0.1,0.3,0.3,0.3
grid_ca0p7_cb10p2_cb20p0_cc0p1,0.004002406937236,0.0015610286940105,0.0059349473609925,0.0025191230607535,0.0142174702223835,0.6999999999999998,0.2,0.0,0.1
grid_ca0p4_cb10p1_cb20p3_cc0p2,0.0022967713092814,0.0006891478018423,0.0059386046244964,0.0022274868320021,0.0041111442505292,0.4000000000000001,0.1,0.3,0.2
grid_ca0p3_cb10p0_cb20p2_cc0p5,0.0023513472775144,0.000282165875023,0.0059917527095333,0.0021655486192994,0.004457660027606,0.3,0.0,0.2,0.5
grid_ca0p1_cb10p5_cb20p3_cc0p1,0.0031259253143197,0.0012104429483224,0.0060047933629689,0.0019463468206546,0.0059968601334848,0.1,0.5,0.3,0.1
