,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.005720292688026668,0.005720292688026668,0.04904861163650053,0.09809722327300097,1.3712576048197616e-16,0.028070470109441362,0.9,0.0,0.10000000000000002,0.0
std,0.00038470700873383785,0.00038470700873383785,0.004364056706054686,0.008728113412109292,9.369123782855336e-18,0.0021302315794071826,0.0,0.0,1.6996749443881478e-17,0.0
min,0.0053113575685612,0.0053113575685612,0.0456308908219679,0.0912617816439357,1.2985644305883528e-16,0.0261081035435182,0.9,0.0,0.1,-0.0
max,0.0060750217984627,0.0060750217984627,0.0539643988061195,0.1079287976122388,1.4769931309745383e-16,0.030336069476705,0.9,0.0,0.1,-0.0
