,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.00174392587615209,0.00174392587615209,0.00090977879700443,4.039636482465271e-12,0.00181955758996928,0.00246714384913447,0.1,0.1,0.0,0.8
std,0.0006539268162123829,0.0006539268162123829,0.0003007098812708719,1.5456136223698173e-14,0.0006014197625387549,0.0007323870521020436,0.0,0.0,0.0,0.0
min,0.0005996263289401,0.0005996263289401,0.0004196229441676,4.015791667453884e-12,0.0008392458842883,0.0010392207730668,0.1,0.1,0.0,0.8
max,0.0029103903772391,0.0029103903772391,0.0012381770185897,4.062594506835738e-12,0.0024763540331591,0.0034068647500707,0.1,0.1,0.0,0.8
