,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.004113362617524267,0.004113362617524267,0.006798727507405534,0.007066726609847734,0.006530728404963301,0.009678946624972267,0.0,0.8000000000000002,0.20000000000000004,0.0
std,0.0017614922723708955,0.0017614922723708955,0.003506935627843031,0.003737206247786621,0.0032803524473883823,0.004578494848364919,0.0,1.3597399555105182e-16,3.3993498887762956e-17,0.0
min,0.002289312191862,0.002289312191862,0.0038127558744416,0.003974679785001,0.0036508319638822,0.0053683836586814,0.0,0.8,0.2,-0.0
max,0.0058048011091128,0.0058048011091128,0.010660590178683,0.0112196917867169,0.010101488570649,0.014485058216166,0.0,0.8,0.2,-0.0
