,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.002559124249781333,0.002559124249781333,0.004950236185945633,0.004665876474323433,0.005234595897567833,0.008143290100119301,0.4000000000000001,0.5,0.10000000000000002,0.0
std,0.000770572709974418,0.000770572709974418,0.002505031847260932,0.0024309400910353094,0.002580084446323919,0.0034451615489985857,6.798699777552591e-17,0.0,1.6996749443881478e-17,0.0
min,0.0019927860623264,0.0019927860623264,0.0028227203037571,0.0026400726823512,0.003005367925163,0.0046106432523579,0.4,0.5,0.1,-0.0
max,0.0034366232976841,0.0034366232976841,0.0077111805293152,0.0073615020474253,0.0080608590112051,0.0114937356106617,0.4,0.5,0.1,-0.0
