,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.003444132497322933,0.003444132497322933,0.008522567050081734,0.015399550426960867,0.0016455836732025666,0.006073312091449134,0.4000000000000001,0.20000000000000004,0.4000000000000001,0.0
std,0.001111009659198665,0.001111009659198665,0.004727854612026739,0.0085343399715157,0.000921369540538439,0.0033755951863025323,6.798699777552591e-17,3.3993498887762956e-17,6.798699777552591e-17,0.0
min,0.0021751563742865,0.0021751563742865,0.0032139395692021,0.0058166599409443,0.00061121919746,0.0023142521049346,0.4,0.2,0.4,-0.0
max,0.0042417682287764,0.0042417682287764,0.0122798154823323,0.0221812509800162,0.0023783799846483,0.0088454471906339,0.4,0.2,0.4,-0.0
