,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0021155156910993332,0.0021155156910993332,0.0009148637495383333,4.0445689125909836e-12,0.0018297274950321001,0.0024339785003998997,0.10000000000000002,0.10000000000000002,0.0,0.8000000000000002
std,0.00042523075351294526,0.00042523075351294526,0.00017300501733037406,1.1408476662950266e-14,0.00034601003465983436,0.0004656427992814459,1.6996749443881478e-17,1.6996749443881478e-17,0.0,1.3597399555105182e-16
min,0.0016667385453055,0.0016667385453055,0.000781501468977,4.034112329901315e-12,0.0015630029339199,0.0021109442537138,0.1,0.1,0.0,0.8
max,0.0025124455599026,0.0025124455599026,0.0011103533236038,4.056736097839725e-12,0.0022207066431647,0.0029677319372907,0.1,0.1,0.0,0.8
