model_id,rmse_mean,rmse_std,violation_mean,violation_std,violation_g1_mean,violation_g2_mean,cb1_cb2_l2_mean,ca_weight,cb1_weight,cb2_weight,cc_weight
top_ca0p0_cb10p2_cb20p0_cc0p8,0.0016685278309348,0.0004858515174423,0.0008763666613205,0.0002744188720436,4.0336280942338776e-12,0.0017527333186075,0.0024052560411531,0.0,0.2,0.0,0.8
top_ca0p1_cb10p1_cb20p0_cc0p8,0.001743925876152,0.0006539268162123,0.0009097787970044,0.0003007098812708,4.039636482465271e-12,0.0018195575899692,0.0024671438491344,0.1,0.1,0.0,0.8
top_ca0p0_cb10p3_cb20p0_cc0p7,0.0022119014746851,0.0011187723000841,0.0011036679015228,0.0007359978711136,4.0496242272235e-12,0.002207335798996,0.0026890060634908,0.0,0.2999999999999999,0.0,0.7
top_ca0p0_cb10p1_cb20p0_cc0p9,0.0022747616793695,0.0009311262603277,0.0014884131993732,0.0007850934708458,4.038118946368486e-12,0.0029768263947083,0.0041205053648453,0.0,0.1,0.0,0.9
top_ca0p2_cb10p5_cb20p0_cc0p3,0.0026063160743125,0.0009656697040539,0.0023087867947269,0.0013606655053697,4.0468558068099526e-12,0.004617573585407,0.0055189139540117,0.2,0.5,0.0,0.2999999999999999
top_ca0p2_cb10p4_cb20p1_cc0p3,0.0030800129465298,0.0011983925034342,0.0023985597414992,0.0012707217129046,0.002540554660539,0.0022565648224594,0.0035250907564065,0.2,0.4,0.1,0.2999999999999999
