,rmse_total,rmse_inner,violation,violation_g1,violation_g2,cb1_cb2_l2,ca_weight,cb1_weight,cb2_weight,cc_weight
mean,0.0030800129465298797,0.0030800129465298797,0.00239855974149925,0.0025405546605390705,0.00225656482245944,0.00352509075640657,0.2,0.4,0.1,0.29999999999999993
std,0.001198392503434253,0.001198392503434253,0.0012707217129046885,0.0013843706203140503,0.0011588937046851377,0.0017553149981494813,0.0,0.0,0.0,5.851389114294502e-17
min,0.0016366078535258,0.0016366078535258,0.0008841824730972,0.0008901502518014,0.000878214694393,0.0013146651030317,0.2,0.4,0.1,0.3
max,0.0054864248767042,0.0054864248767042,0.0045152866396323,0.0047719619413423,0.0042586113379223,0.0065823078456378,0.2,0.4,0.1,0.3
