Model,173_EXP_TIME_SEC,173_RMSE_TOTAL,173_TRAIN_TIME_SEC,173_VIOL,173_VIOL_NL,194_EXP_TIME_SEC,194_RMSE_TOTAL,194_TRAIN_TIME_SEC,194_VIOL,194_VIOL_NL,215_EXP_TIME_SEC,215_RMSE_TOTAL,215_TRAIN_TIME_SEC,215_VIOL,215_VIOL_NL,278_EXP_TIME_SEC,278_RMSE_TOTAL,278_TRAIN_TIME_SEC,278_VIOL,278_VIOL_NL
NN,0.0075099999999999,0.0830562906934402,14.64400729912566,3.905815106034279,94.6462105144312,0.0069299999999999,0.0769839412439175,15.801770986847114,4.416051549911499,103.20563911676408,0.007106,0.0721170684848753,17.782543543705252,4.206585001349449,97.817003920873,0.008306,0.0403745842420807,20.68986649877392,2.020942064225673,46.03160241812468
KKThPINN,0.015508,0.0668065753108819,32.08020427610492,0.0946438176184892,1.5863244973743955,0.015154,0.0667383280684442,35.10791743373731,0.0584272959083318,2.2682197828094166,0.0152639999999999,0.0665304376639918,38.7489052307955,0.0806995236873626,2.5879617883761727,0.017164,0.04186621789854432,47.41097886070842,0.029263412700966,1.5386260048858822
