Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC,nseg_3_RMSE_TOTAL,nseg_3_VIOL,nseg_3_VIOL_NL,nseg_3_TRAIN_TIME_SEC,nseg_3_EXP_TIME_SEC
NN,0.0028461813651711,0.0930510604381561,0.013411175776273,2.5456769539252857,0.003432,0.002401304049773,0.0251758006215095,0.0112993869651108,2.5407149049662987,0.003592,0.0028094970000291,0.0191788669861853,0.0135525996237993,2.544701517536305,0.003596
KKThPINN,0.0226491837800942,2.619028106209953e-07,0.0915430103242397,2.521002267699223,0.004044,0.0057928110269841,2.6770432668854484e-07,0.022883909009397,2.544894791294355,0.0043779999999999,0.0031189134003916075,2.1127859866965082e-07,0.013281132280826568,2.5677227036235855,0.00462
