Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC,nseg_3_RMSE_TOTAL,nseg_3_VIOL,nseg_3_VIOL_NL,nseg_3_TRAIN_TIME_SEC,nseg_3_EXP_TIME_SEC,nseg_5_RMSE_TOTAL,nseg_5_VIOL,nseg_5_VIOL_NL,nseg_5_TRAIN_TIME_SEC,nseg_5_EXP_TIME_SEC,nseg_7_RMSE_TOTAL,nseg_7_VIOL,nseg_7_VIOL_NL,nseg_7_TRAIN_TIME_SEC,nseg_7_EXP_TIME_SEC,nseg_9_RMSE_TOTAL,nseg_9_VIOL,nseg_9_VIOL_NL,nseg_9_TRAIN_TIME_SEC,nseg_9_EXP_TIME_SEC,nseg_11_RMSE_TOTAL,nseg_11_VIOL,nseg_11_VIOL_NL,nseg_11_TRAIN_TIME_SEC,nseg_11_EXP_TIME_SEC
NN,0.0096398245440074,0.1027411669030009,0.0439593944903048,10.932815175591967,0.0040939999999999,0.0108377168758145,0.0481693365375048,0.049025354155736,11.537019923850892,0.004322,0.0102902423287169,0.0537648049574314,0.0481168907372791,11.715705901221371,0.004474,0.0091067251795018,0.0406166200723076,0.0399269024594116,12.105929834251292,0.004524,0.0100303889726285,0.0462463557468502,0.0461648653874706,12.411725655547343,0.004738,0.0098392271062126,0.04275706540557,0.0427793412682746,12.712550751771778,0.004664,0.0100705576958781,0.0461043332381288,0.045768398537862,13.06172082656063,0.004794
KKThPINN,0.023857744963202,1.1829723708548356e-15,0.0975422352713684,11.314098219824954,0.004764,0.0057434561691651,4.076699295601267e-16,0.0220701837718667,12.973396659339778,0.005238,0.0037539152344456,1.0170634176124136e-15,0.0139701383949734,13.695249380082824,0.005554,0.0041822209419891,1.0168354253841425e-15,0.002919870605188,14.87553656646982,0.006372,0.005351053744761,6.61385628803706e-16,0.0012326131984426,16.100794016839938,0.007058,0.0067018437247855,6.581639994911777e-16,0.0004275491906473,17.239288330199198,0.0075879999999999,0.007650189993891304,6.160548262000377e-16,0.0002570300984550517,18.35315502267331,0.008095999999999999
