Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL
NN,0.00565,0.0822617174049339,14.514665834023615,54.34039306640625,53.42181015014648
KKThPINN,0.0113,0.04952835392040697,25.13517183694057,2.4368680119514465,1.203514451161027
