Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC
NN,0.0031151326101741,0.0946326963603496,0.0156620093621313,2.563239420996979,0.00345
KKThPINN,0.02264841947528736,2.8610229207970406e-07,0.0915430299937725,2.5389209800050594,0.00395
