Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC,nseg_3_RMSE_TOTAL,nseg_3_VIOL,nseg_3_VIOL_NL,nseg_3_TRAIN_TIME_SEC,nseg_3_EXP_TIME_SEC
NN,0.0140948004135361,0.1934063136593806,0.1477594665782662,6.341603380000379,0.0039,0.0162099607863959,0.1623948880723937,0.1631155362022865,7.026538669999354,0.0041,0.0092532766563441,0.0724574611541719,0.0598970352772806,7.293838264000442,0.0044
KKThPINN,0.0170219029576222,4.24263798696042e-16,0.1832139624494944,6.945897744000831,0.0044,0.0055175060095983,6.02692499082228e-16,0.0445523129484957,8.662332662999688,0.005,0.010339356813158899,3.925431408496089e-16,0.024572925015915556,9.296068784999079,0.0053
