region_id,iT,iC,T_low,T_high,C_low,C_high,Tss,Caoss,Cass,Cbss,fss,aCa,aCb,aT,aCao,b
0,0,0,280.0,300.0,0.8,0.9333333333333333,290.0,0.8666666666666667,0.8468895902988512,1.9604458472637023,-3.36027700890279e-13,-1.0275148796549682,-0.024301309757089076,-0.0025489500258825356,1.0038897680504506,-0.7869907657818657
1,0,1,280.0,300.0,0.9333333333333333,1.0666666666666667,290.0,1.0,0.977312533968704,1.954625067937408,-1.5578901016444213e-15,-1.0273747968156453,-0.02737479681564517,-0.0029240528807792953,1.0038897680504506,-0.9016592974725774
2,0,2,280.0,300.0,1.0666666666666667,1.2,290.0,1.1333333333333333,1.1077686351800344,1.9488706036940688,3.3263517808246323e-13,-1.0272367193631213,-0.030431315080026385,-0.0032948822568951764,1.0038897680504506,-1.0150214313830064
3,1,0,300.0,320.0,0.8,0.9333333333333333,310.0,0.8666666666666667,0.7309317934979596,1.7285302536619191,-3.537656279029022e-13,-1.23721493902057,-0.20572277391169055,-0.015458366364948862,1.0330830884800066,-5.156672669345504
4,1,1,300.0,320.0,0.9333333333333333,1.0666666666666667,310.0,1.0,0.84825829598864,1.69651659197728,-1.0392728344577051e-14,-1.2297236134945109,-0.22972361349451068,-0.01728132792025982,1.0330830884800066,-5.756981745582786
5,1,2,300.0,320.0,1.0666666666666667,1.2,310.0,1.1333333333333333,0.9665235853491194,1.6663805040322388,3.3287261835823756e-13,-1.2227996103725307,-0.25315946658912003,-0.0189973743473275,1.0330830884800066,-6.322083210510592
6,2,0,320.0,340.0,0.8,0.9333333333333333,330.0,0.8666666666666667,0.5362947302636596,1.3392561271933192,-4.3740011612669605e-13,-2.234259376783504,-1.0317211767530712,-0.035216565724672876,1.2170699066004729,-13.146633207420681
7,2,1,320.0,340.0,0.9333333333333333,1.0666666666666667,330.0,1.0,0.6399476430025849,1.2798952860051698,-3.5083047578154947e-14,-2.1460864566452957,-1.1460864566452955,-0.03838040129122892,1.2170699066004729,-14.288716142329642
8,2,2,320.0,340.0,1.0666666666666667,1.2,330.0,1.1333333333333333,0.7469500744150102,1.2272334821640205,3.6781688805831436e-13,-2.0712097139947407,-1.2568065206455283,-0.04118718914424278,1.2170699066004729,-15.301911816189005
9,3,0,340.0,360.0,0.8,0.9333333333333333,350.0,0.8666666666666667,0.4253089007875569,1.1172844682411136,-8.104628079763643e-13,-6.7627445819767695,-4.661502485935606,-0.053936448432244294,2.1487419956649276,-25.099993679045824
10,3,1,340.0,360.0,0.9333333333333333,1.0666666666666667,350.0,1.0,0.5233512181912392,1.0467024363824786,-1.0103029524088925e-13,-6.198198893218579,-5.198198893218579,-0.05824921283321943,2.1487419956649276,-26.9232848836519
11,3,2,340.0,360.0,1.0666666666666667,1.2,350.0,1.1333333333333333,0.6265416443191975,0.986416621972395,6.066258606551855e-13,-5.745167545533544,-5.717420842906242,-0.061932848844039406,2.1487419956649276,-28.480601842116165
12,4,0,360.0,380.0,0.8,0.9333333333333333,370.0,0.8666666666666667,0.3803017922899759,1.0272702512459522,-2.33946195749013e-12,-26.83518678908399,-20.446644380534625,-0.103544145549741,6.077101861982213,-64.25421138193727
13,4,1,360.0,380.0,0.9333333333333333,1.0666666666666667,370.0,1.0,0.47627655686936,0.9525531137387204,-3.3661962106634746e-13,-23.925377460206953,-22.925377460206946,-0.11149755930201233,6.077101861982213,-68.40973116166478
14,4,2,360.0,380.0,1.0666666666666667,1.2,370.0,1.1333333333333333,0.5782961321656822,0.8899255976653656,1.6626700016786344e-12,-21.655588250915123,-25.323689773038637,-0.11816406934542545,6.077101861982213,-71.8928662292031
15,5,0,380.0,400.0,0.8,0.9333333333333333,390.0,0.8666666666666667,0.355840512474271,0.9783476916145398,-7.819522807039903e-12,-104.67888817940707,-80.67088640017339,-0.2698470593436382,20.267042819033424,-203.8487474059543
16,5,1,380.0,400.0,0.9333333333333333,1.0666666666666667,390.0,1.0,0.4507151162380443,0.9014302324760852,-1.1581846592889633e-12,-91.92776562597152,-90.92776562597177,-0.2901631198956398,20.267042819033424,-216.2948444166291
17,5,2,380.0,400.0,1.0666666666666667,1.2,390.0,1.1333333333333333,0.5521823998796769,0.8376981330933505,5.5351279115711804e-12,-82.15298974236923,-100.85330722854431,-0.3069965567338184,20.267042819033424,-226.6074041461638
18,6,0,400.0,420.0,0.8,0.9333333333333333,410.0,0.8666666666666667,0.3377420313808005,0.9421507294275993,-2.5423219085496385e-11,-368.3658170585886,-281.55648764645025,-0.7629214453965076,65.19585844280634,-645.9759848512358
19,6,1,400.0,420.0,0.9333333333333333,1.0666666666666667,410.0,1.0,0.4318067212403383,0.8636134424806774,-3.879563337250147e-12,-319.9282508359514,-318.9282508359512,-0.8195625776830093,65.19585844280634,-684.4026920416292
20,6,2,400.0,420.0,1.0666666666666667,1.2,410.0,1.1333333333333333,0.5329034144697056,0.7991401622733935,1.759303813742008e-11,-283.3137555913103,-355.0979495521365,-0.8660607409772947,65.19585844280634,-715.9481649810831
21,7,0,420.0,440.0,0.8,0.9333333333333333,430.0,0.8666666666666667,0.3225519961529379,0.9117706589718584,-7.554490366601385e-11,-1161.7321189423924,-877.1832930966657,-2.062534305153914,192.2389947196993,-1894.7916256047372
22,7,1,420.0,440.0,0.9333333333333333,1.0666666666666667,430.0,1.0,0.4159363708291638,0.8318727416583676,-1.318767317570746e-11,-999.2645665515874,-998.2645665515488,-2.213965799557432,192.2389947196993,-2005.8258582772664
23,7,2,420.0,440.0,1.0666666666666667,1.2,430.0,1.1333333333333333,0.51674733695786,0.7668280072497353,5.013589543523267e-11,-877.9947189729269,-1115.4682637637486,-2.3372458757561105,192.2389947196993,-2096.218604637454
24,8,0,440.0,460.0,0.8,0.9333333333333333,450.0,0.8666666666666667,0.3092579606518826,0.8851825879698578,-2.000888343900442e-10,-3315.4564825638363,-2471.711295777403,-5.165103770738561,518.0188621624775,-5088.594128229667
25,8,1,440.0,460.0,0.9333333333333333,1.0666666666666667,450.0,1.0,0.4020443393729704,0.8040886787460939,-2.955857780762017e-11,-2826.373763890437,-2825.3737638899975,-5.540823105390075,518.0188621624775,-5383.53016475764
26,8,2,440.0,460.0,1.0666666666666667,1.2,450.0,1.1333333333333333,0.5026245753209855,0.7385824839760662,1.4131273928796872e-10,-2465.5871469060085,-3167.7605281659153,-5.844322395903937,518.0188621624775,-5621.774166537401
