region_id,iT,iC,T_low,T_high,C_low,C_high,Tss,Caoss,Cass,Cbss,fss,aCa,aCb,aT,aCao,b
0,0,0,280.0,340.0,0.8,0.9333333333333333,310.0,0.8666666666666667,0.7309317934979596,1.7285302536619191,-3.537656279029022e-13,-1.23721493902057,-0.20572277391169055,-0.015458366364948862,1.0330830884800066,-5.156672669345504
1,0,1,280.0,340.0,0.9333333333333333,1.0666666666666667,310.0,1.0,0.84825829598864,1.69651659197728,-1.0392728344577051e-14,-1.2297236134945109,-0.22972361349451068,-0.01728132792025982,1.0330830884800066,-5.756981745582786
2,0,2,280.0,340.0,1.0666666666666667,1.2,310.0,1.1333333333333333,0.9665235853491194,1.6663805040322388,3.3287261835823756e-13,-1.2227996103725307,-0.25315946658912003,-0.0189973743473275,1.0330830884800066,-6.322083210510592
3,1,0,340.0,400.0,0.8,0.9333333333333333,370.0,0.8666666666666667,0.3803017922899759,1.0272702512459522,-2.33946195749013e-12,-26.83518678908399,-20.446644380534625,-0.103544145549741,6.077101861982213,-64.25421138193727
4,1,1,340.0,400.0,0.9333333333333333,1.0666666666666667,370.0,1.0,0.47627655686936,0.9525531137387204,-3.3661962106634746e-13,-23.925377460206953,-22.925377460206946,-0.11149755930201233,6.077101861982213,-68.40973116166478
5,1,2,340.0,400.0,1.0666666666666667,1.2,370.0,1.1333333333333333,0.5782961321656822,0.8899255976653656,1.6626700016786344e-12,-21.655588250915123,-25.323689773038637,-0.11816406934542545,6.077101861982213,-71.8928662292031
6,2,0,400.0,460.0,0.8,0.9333333333333333,430.0,0.8666666666666667,0.3225519961529379,0.9117706589718584,-7.554490366601385e-11,-1161.7321189423924,-877.1832930966657,-2.062534305153914,192.2389947196993,-1894.7916256047372
7,2,1,400.0,460.0,0.9333333333333333,1.0666666666666667,430.0,1.0,0.4159363708291638,0.8318727416583676,-1.318767317570746e-11,-999.2645665515874,-998.2645665515488,-2.213965799557432,192.2389947196993,-2005.8258582772664
8,2,2,400.0,460.0,1.0666666666666667,1.2,430.0,1.1333333333333333,0.51674733695786,0.7668280072497353,5.013589543523267e-11,-877.9947189729269,-1115.4682637637486,-2.3372458757561105,192.2389947196993,-2096.218604637454
