region_id,iT,iC,T_low,T_high,C_low,C_high,Tss,Caoss,Cass,Cbss,fss,aCa,aCb,aT,aCao,b
0,0,0,280.0,305.7142857142857,0.8,0.9333333333333333,292.8571428571429,0.8666666666666667,0.8390368143658392,1.9447402953976785,-3.3664439508598876e-13,-1.0388382308077277,-0.03424990882002471,-0.0034936312223971455,1.0053766258411005,-1.0900391465394705
1,0,1,280.0,305.7142857142857,0.9333333333333333,1.0666666666666667,292.8571428571429,1.0,0.9683727128450168,1.9367454256900336,-1.8981127433703726e-15,-1.0385636735520707,-0.03856367355207066,-0.003999083190166795,1.0053766258411005,-1.2461881916488553
2,0,2,280.0,305.7142857142857,1.0666666666666667,1.2,292.8571428571429,1.1333333333333333,1.0977706931752125,1.9288747196844247,3.3308360410100324e-13,-1.0382944851104337,-0.04284537466046595,-0.004496685275472451,1.0053766258411005,-1.3999121761607272
3,1,0,305.7142857142857,331.42857142857144,0.8,0.9333333333333333,318.57142857142856,0.8666666666666667,0.644634372599007,1.555935411864014,-3.621963839961495e-13,-1.4994940905862482,-0.42695770187153187,-0.02428493982102132,1.0762618311478396,-8.43467175790309
4,1,1,305.7142857142857,331.42857142857144,0.9333333333333333,1.0666666666666667,318.57142857142856,1.0,0.7550416421171183,1.5100832842342369,-4.3021142204224816e-15,-1.4749170309064048,-0.4749170309064046,-0.02679249432976493,1.0762618311478396,-9.28984940924926
5,1,2,305.7142857142857,331.42857142857144,1.0666666666666667,1.2,318.57142857142856,1.1333333333333333,0.8673706973956461,1.4680747281252922,3.5448033397500467e-13,-1.453045402254291,-0.5214858004414967,-0.029089852156370385,1.0762618311478396,-10.073341478357893
6,2,0,331.42857142857144,357.1428571428571,0.8,0.9333333333333333,344.2857142857143,0.8666666666666667,0.447368878261895,1.16140442318979,-6.52811138479592e-13,-4.71170562154982,-3.0265951350950235,-0.047583478672848775,1.7278668115087008,-20.507798808823
7,2,1,331.42857142857144,357.1428571428571,0.9333333333333333,1.0666666666666667,344.2857142857143,1.0,0.5464571929272181,1.092914385854436,-8.215650382226158e-14,-4.370158095000857,-3.370158095000857,-0.05146973126104844,1.7278668115087008,-22.06382496966758
8,2,2,331.42857142857144,357.1428571428571,1.0666666666666667,1.2,344.2857142857143,1.1333333333333333,0.6502964344173993,1.0339262021687985,4.882760862301438e-13,-4.092629095124246,-3.7025403966334447,-0.05481683093335353,1.7278668115087008,-23.403978378346128
9,3,0,357.1428571428571,382.8571428571429,0.8,0.9333333333333333,370.0,0.8666666666666667,0.3803017922899759,1.0272702512459522,-2.33946195749013e-12,-26.83518678908399,-20.446644380534625,-0.103544145549741,6.077101861982213,-64.25421138193727
10,3,1,357.1428571428571,382.8571428571429,0.9333333333333333,1.0666666666666667,370.0,1.0,0.47627655686936,0.9525531137387204,-3.3661962106634746e-13,-23.925377460206953,-22.925377460206946,-0.11149755930201233,6.077101861982213,-68.40973116166478
11,3,2,357.1428571428571,382.8571428571429,1.0666666666666667,1.2,370.0,1.1333333333333333,0.5782961321656822,0.8899255976653656,1.6626700016786344e-12,-21.655588250915123,-25.323689773038637,-0.11816406934542545,6.077101861982213,-71.8928662292031
12,4,0,382.8571428571429,408.57142857142856,0.8,0.9333333333333333,395.7142857142857,0.8666666666666667,0.3502570439749189,0.9671807546158422,-1.1169731806148775e-11,-151.68376976286766,-116.72384453789988,-0.36310744289055075,28.513571865879676,-284.99640497514406
13,4,1,382.8571428571429,408.57142857142856,0.9333333333333333,1.0666666666666667,395.7142857142857,1.0,0.4448816386901097,0.8897632773802205,-1.8047785488306545e-12,-132.75474774754395,-131.7547477475438,-0.39032504395585876,28.513571865879676,-302.23430998758664
14,4,2,382.8571428571429,408.57142857142856,1.0666666666666667,1.2,395.7142857142857,1.1333333333333333,0.5462311259201458,0.8257955851742859,7.581490990560269e-12,-118.30512018455906,-146.30068920285103,-0.412814114766356,28.513571865879676,-316.4774633617539
15,5,0,408.57142857142856,434.2857142857143,0.8,0.9333333333333333,421.42857142857144,0.8666666666666667,0.3287930032187048,0.924252673103415,-4.845901457883883e-11,-719.3283567738968,-546.0771600498807,-1.3585205627347978,122.31474795703843,-1207.7366707344054
16,5,1,408.57142857142856,434.2857142857143,0.9333333333333333,1.0666666666666667,421.42857142857144,1.0,0.422457135279263,0.8449142705585677,-2.0691004465334117e-11,-621.2315053443975,-620.2315053443729,-1.4587140269202479,122.31474795703843,-1278.9151525392613
17,5,2,408.57142857142856,434.2857142857143,1.0666666666666667,1.2,421.42857142857144,1.1333333333333333,0.5233826723057097,0.7800986779454187,3.200284481863491e-11,-547.6211147243356,-692.0066080523964,-1.54056718439125,122.31474795703843,-1337.0644891964184
18,6,0,434.2857142857143,460.0,0.8,0.9333333333333333,447.1428571428571,0.8666666666666667,0.3110598491262817,0.8887863649185218,-1.8042101146420464e-10,-2870.420817072629,-2143.8081474811197,-4.552325891442706,451.990891022225,-4442.074683628992
19,6,1,434.2857142857143,460.0,0.9333333333333333,1.0666666666666667,447.1428571428571,1.0,0.4039274968380046,0.8078549936759769,-3.1946001399774104e-11,-2450.0372898577853,-2449.0372898578653,-4.883878677601395,451.990891022225,-4699.905008781891
20,6,2,434.2857142857143,460.0,1.0666666666666667,1.2,447.1428571428571,1.1333333333333333,0.5045379332183813,0.7424091997706931,1.176658770418726e-10,-2139.419590930863,-2744.5287107805098,-5.151991462278133,451.990891022225,-4908.40154187367
