Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.0038,0.0662875446849408,6.97507819510065,5.3041672706604,84.15719985961914
KKThPINN,0.0079,0.11465397038341892,7.5342531588394195,0.0,102.41378784179688
