Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC
NN,0.0031151326101741,0.0946326963603496,0.0156620093621313,2.563239420996979,0.00345,0.0017021331192515,0.0229694135487079,0.0075172623619437,2.5672775409766477,0.00425
KKThPINN,0.0226484194752873,2.861022920797041e-07,0.0915430299937725,2.5389209800050594,0.00395,0.005783051703600148,2.5033951089881157e-07,0.02287853416055441,2.554368067998439,0.0043
